"year","site","burrow_name","week","study_day","burrow_visit","tot_prey","prey_start","prey_end","bv_start","bv_end","prey_days","bv_days","capt_hist"
2009,"Shore Meadows","24",30,28,2,0,NA,NA,28,28,NA,1,1
2009,"Shore Meadows","3",29,21,0,1,7,21,NA,NA,15,NA,2
2009,"Shore Meadows","3",27,7,0,1,7,21,NA,NA,15,NA,2
2009,"Shore Meadows","30",32,42,1,2,28,42,42,42,15,1,2
2009,"Shore Meadows","30",30,28,0,1,28,42,42,42,15,1,2
2009,"Shore Meadows","31",34,56,0,1,56,56,NA,NA,1,NA,2
2009,"Shore Meadows","5",34,56,0,2,49,56,NA,NA,8,NA,2
2009,"Shore Meadows","5",33,49,0,2,49,56,NA,NA,8,NA,2
2009,"Shore Meadows","6",29,21,1,0,NA,NA,21,21,NA,1,1
2009,"Shore Meadows","8",30,28,0,2,21,35,NA,NA,15,NA,2
2009,"Shore Meadows","8",31,35,0,3,21,35,NA,NA,15,NA,2
2009,"Shore Meadows","8",29,21,0,2,21,35,NA,NA,15,NA,2
2009,"Shore Meadows","9",33,49,1,2,49,49,21,49,1,29,2
2009,"Shore Meadows","9",29,21,5,0,49,49,21,49,1,29,1
2009,"Swantown","1",31,36,3,1,9,46,24,46,38,23,2
2009,"Swantown","1",29,24,1,0,9,46,24,46,38,23,1
2009,"Swantown","1",30,31,0,1,9,46,24,46,38,23,2
2009,"Swantown","1",27,9,0,1,9,46,24,46,38,23,2
2009,"Swantown","1",32,46,3,1,9,46,24,46,38,23,2
2009,"Swantown","2",32,46,2,0,9,31,17,46,23,30,1
2009,"Swantown","2",27,9,0,1,9,31,17,46,23,30,2
2009,"Swantown","2",30,31,0,1,9,31,17,46,23,30,2
2009,"Swantown","2",28,17,2,0,9,31,17,46,23,30,1
2009,"Swantown","3",28,17,2,0,NA,NA,17,17,NA,1,1
2009,"Swantown","4",32,46,7,1,24,46,9,46,23,38,2
2009,"Swantown","4",31,36,0,1,24,46,9,46,23,38,2
2009,"Swantown","4",27,9,1,0,24,46,9,46,23,38,1
2009,"Swantown","4",30,31,0,3,24,46,9,46,23,38,2
2009,"Swantown","4",29,24,2,1,24,46,9,46,23,38,2
2009,"Swantown","5",32,46,5,0,36,36,36,46,1,11,1
2009,"Swantown","5",31,36,1,1,36,36,36,46,1,11,2
2009,"Swantown","6",32,46,1,0,36,36,46,46,1,1,1
2009,"Swantown","6",31,36,0,1,36,36,46,46,1,1,2
2010,"Cliffside","1",26,7,1,0,12,14,7,7,3,1,1
2010,"Cliffside","1",26,12,0,1,12,14,7,7,3,1,2
2010,"Cliffside","1",27,14,0,1,12,14,7,7,3,1,2
2010,"Cliffside","3",27,14,0,1,14,14,NA,NA,1,NA,2
2010,"Cliffside","5",26,12,0,1,12,12,NA,NA,1,NA,2
2010,"Cliffside","6",29,30,0,1,12,30,NA,NA,19,NA,2
2010,"Cliffside","6",26,12,0,2,12,30,NA,NA,19,NA,2
2010,"Double Bluff South","A1",28,23,0,1,23,37,10,37,15,28,2
2010,"Double Bluff South","A1",26,10,3,0,23,37,10,37,15,28,1
2010,"Double Bluff South","A1",30,37,1,1,23,37,10,37,15,28,2
2010,"Double Bluff South","A2",34,65,0,2,65,65,10,10,1,1,2
2010,"Double Bluff South","A2",26,10,2,0,65,65,10,10,1,1,1
2010,"Double Bluff South","A3",31,44,0,1,44,44,10,30,1,21,2
2010,"Double Bluff South","A3",29,30,2,0,44,44,10,30,1,21,1
2010,"Double Bluff South","A3",26,10,1,0,44,44,10,30,1,21,1
2010,"Double Bluff South","A4",28,23,2,0,NA,NA,23,23,NA,1,1
2010,"Double Bluff South","A5",31,44,0,1,44,44,23,23,1,1,2
2010,"Double Bluff South","A5",28,23,1,0,44,44,23,23,1,1,1
2010,"Double Bluff South","A6",30,37,1,0,NA,NA,37,37,NA,1,1
2010,"Double Bluff South","A7",30,37,1,0,NA,NA,37,37,NA,1,1
2010,"Double Bluff South","B1",26,10,1,2,10,30,10,37,21,28,2
2010,"Double Bluff South","B1",28,23,0,1,10,30,10,37,21,28,2
2010,"Double Bluff South","B1",30,37,2,0,10,30,10,37,21,28,1
2010,"Double Bluff South","B1",29,30,0,2,10,30,10,37,21,28,2
2010,"Double Bluff South","B2",29,30,0,1,16,44,NA,NA,29,NA,2
2010,"Double Bluff South","B2",31,44,0,1,16,44,NA,NA,29,NA,2
2010,"Double Bluff South","B2",28,23,0,2,16,44,NA,NA,29,NA,2
2010,"Double Bluff South","B2",27,16,0,1,16,44,NA,NA,29,NA,2
2010,"Double Bluff South","B3",30,37,1,1,16,37,10,37,22,28,2
2010,"Double Bluff South","B3",26,10,1,0,16,37,10,37,22,28,1
2010,"Double Bluff South","B3",27,16,0,1,16,37,10,37,22,28,2
2010,"Double Bluff South","B4",26,10,2,0,NA,NA,10,10,NA,1,1
2010,"Double Bluff South","B5",26,10,1,0,NA,NA,10,10,NA,1,1
2010,"Double Bluff South","B6",27,16,1,0,37,37,16,16,1,1,1
2010,"Double Bluff South","B6",30,37,0,3,37,37,16,16,1,1,2
2010,"Double Bluff South","B7",30,37,1,1,37,37,23,37,1,15,2
2010,"Double Bluff South","B7",29,30,2,0,37,37,23,37,1,15,1
2010,"Double Bluff South","B7",28,23,1,0,37,37,23,37,1,15,1
2010,"Double Bluff South","B8",28,23,0,1,23,23,NA,NA,1,NA,2
2010,"Double Bluff South","B9",31,44,0,1,44,44,NA,NA,1,NA,2
2010,"Double Bluff South","C1",29,30,0,1,30,30,10,37,1,28,2
2010,"Double Bluff South","C1",26,10,2,0,30,30,10,37,1,28,1
2010,"Double Bluff South","C1",27,16,1,0,30,30,10,37,1,28,1
2010,"Double Bluff South","C1",30,37,3,0,30,30,10,37,1,28,1
2010,"Double Bluff South","C2",29,30,3,0,NA,NA,10,37,NA,28,1
2010,"Double Bluff South","C2",26,10,1,0,NA,NA,10,37,NA,28,1
2010,"Double Bluff South","C2",27,16,1,0,NA,NA,10,37,NA,28,1
2010,"Double Bluff South","C2",30,37,1,0,NA,NA,10,37,NA,28,1
2010,"Double Bluff South","C3",26,10,2,0,NA,NA,10,23,NA,14,1
2010,"Double Bluff South","C3",28,23,1,0,NA,NA,10,23,NA,14,1
2010,"Double Bluff South","C4",26,10,3,0,NA,NA,10,10,NA,1,1
2010,"Double Bluff South","C5",29,30,0,1,30,30,10,10,1,1,2
2010,"Double Bluff South","C5",26,10,2,0,30,30,10,10,1,1,1
2010,"Double Bluff South","C6",27,16,2,0,23,37,16,37,15,22,1
2010,"Double Bluff South","C6",28,23,0,2,23,37,16,37,15,22,2
2010,"Double Bluff South","C6",30,37,1,2,23,37,16,37,15,22,2
2010,"Double Bluff South","C7",28,23,2,1,23,44,16,37,22,22,2
2010,"Double Bluff South","C7",27,16,1,0,23,44,16,37,22,22,1
2010,"Double Bluff South","C7",31,44,0,1,23,44,16,37,22,22,2
2010,"Double Bluff South","C7",29,30,1,3,23,44,16,37,22,22,2
2010,"Double Bluff South","C7",30,37,2,3,23,44,16,37,22,22,2
2010,"Double Bluff South","C8",30,37,2,0,NA,NA,37,37,NA,1,1
2010,"Double Bluff South","C9",33,58,0,1,58,58,NA,NA,1,NA,2
2010,"Double Bluff South","D1",31,44,1,1,16,51,10,44,36,35,2
2010,"Double Bluff South","D1",32,51,0,6,16,51,10,44,36,35,2
2010,"Double Bluff South","D1",27,16,0,1,16,51,10,44,36,35,2
2010,"Double Bluff South","D1",30,37,1,2,16,51,10,44,36,35,2
2010,"Double Bluff South","D1",26,10,3,0,16,51,10,44,36,35,1
2010,"Double Bluff South","D1",29,30,0,1,16,51,10,44,36,35,2
2010,"Double Bluff South","D10",33,58,0,2,58,58,NA,NA,1,NA,2
2010,"Double Bluff South","D11",33,58,0,1,58,58,NA,NA,1,NA,2
2010,"Double Bluff South","D2",30,37,0,2,16,51,10,51,36,42,2
2010,"Double Bluff South","D2",27,16,0,2,16,51,10,51,36,42,2
2010,"Double Bluff South","D2",29,30,0,2,16,51,10,51,36,42,2
2010,"Double Bluff South","D2",31,44,1,1,16,51,10,51,36,42,2
2010,"Double Bluff South","D2",32,51,1,2,16,51,10,51,36,42,2
2010,"Double Bluff South","D2",26,10,2,0,16,51,10,51,36,42,1
2010,"Double Bluff South","D3",32,51,1,0,16,44,10,51,29,42,1
2010,"Double Bluff South","D3",27,16,0,1,16,44,10,51,29,42,2
2010,"Double Bluff South","D3",31,44,0,1,16,44,10,51,29,42,2
2010,"Double Bluff South","D3",30,37,0,1,16,44,10,51,29,42,2
2010,"Double Bluff South","D3",26,10,3,0,16,44,10,51,29,42,1
2010,"Double Bluff South","D4",26,10,2,0,NA,NA,10,10,NA,1,1
2010,"Double Bluff South","D5",26,10,1,0,NA,NA,10,37,NA,28,1
2010,"Double Bluff South","D5",30,37,1,0,NA,NA,10,37,NA,28,1
2010,"Double Bluff South","D6",26,10,1,0,NA,NA,10,10,NA,1,1
2010,"Double Bluff South","D7",26,10,2,0,NA,NA,10,10,NA,1,1
2010,"Double Bluff South","D8",30,37,1,1,37,51,37,44,15,8,2
2010,"Double Bluff South","D8",31,44,1,0,37,51,37,44,15,8,1
2010,"Double Bluff South","D8",32,51,0,1,37,51,37,44,15,8,2
2010,"Double Bluff South","D9",31,44,0,1,44,44,37,37,1,1,2
2010,"Double Bluff South","D9",30,37,2,0,44,44,37,37,1,1,1
2010,"Forbes Point","1",34,64,0,1,36,64,NA,NA,29,NA,2
2010,"Forbes Point","1",32,49,0,1,36,64,NA,NA,29,NA,2
2010,"Forbes Point","1",30,36,0,1,36,64,NA,NA,29,NA,2
2010,"Forbes Point","1",32,55,0,2,36,64,NA,NA,29,NA,2
2010,"Forbes Point","2",28,27,1,0,55,55,27,27,1,1,1
2010,"Forbes Point","2",32,55,0,1,55,55,27,27,1,1,2
2010,"Forbes Point","3",28,27,1,0,NA,NA,27,27,NA,1,1
2010,"Forbes Point","4",30,36,1,0,NA,NA,36,36,NA,1,1
2010,"Forbes Point","5",30,36,0,1,36,64,NA,NA,29,NA,2
2010,"Forbes Point","5",32,55,0,1,36,64,NA,NA,29,NA,2
2010,"Forbes Point","5",32,49,0,1,36,64,NA,NA,29,NA,2
2010,"Forbes Point","5",34,64,0,2,36,64,NA,NA,29,NA,2
2010,"Fort Casey","1",25,6,0,2,6,23,NA,NA,18,NA,2
2010,"Fort Casey","1",28,23,0,1,6,23,NA,NA,18,NA,2
2010,"Fort Casey","2",29,33,0,1,23,33,NA,NA,11,NA,2
2010,"Fort Casey","2",28,23,0,1,23,33,NA,NA,11,NA,2
2010,"Fort Casey","3",30,41,3,0,16,23,41,41,8,1,1
2010,"Fort Casey","3",28,23,0,1,16,23,41,41,8,1,2
2010,"Fort Casey","3",27,16,0,2,16,23,41,41,8,1,2
2010,"Fort Casey","4",28,23,1,0,NA,NA,23,41,NA,19,1
2010,"Fort Casey","4",30,41,3,0,NA,NA,23,41,NA,19,1
2010,"Fort Casey","5",30,41,5,0,NA,NA,41,41,NA,1,1
2010,"Fort Casey","6",30,41,8,0,NA,NA,41,41,NA,1,1
2010,"Fort Casey","7",30,41,3,0,NA,NA,41,41,NA,1,1
2010,"Fort Casey","N1",30,41,3,0,33,33,33,41,1,9,1
2010,"Fort Casey","N1",29,33,1,1,33,33,33,41,1,9,2
2010,"Fort Casey","S1",29,33,1,2,33,33,16,41,1,26,2
2010,"Fort Casey","S1",30,41,3,0,33,33,16,41,1,26,1
2010,"Fort Casey","S1",27,16,1,0,33,33,16,41,1,26,1
2010,"Fort Casey","S2",27,16,0,2,16,33,23,23,18,1,2
2010,"Fort Casey","S2",28,23,1,0,16,33,23,23,18,1,1
2010,"Fort Casey","S2",29,33,0,1,16,33,23,23,18,1,2
2010,"Fort Casey","S3",28,23,1,0,NA,NA,23,23,NA,1,1
2010,"Hancock Lake","1",25,5,1,0,NA,NA,5,5,NA,1,1
2010,"Hancock Lake","10",28,22,3,2,22,49,16,49,28,34,2
2010,"Hancock Lake","10",29,30,14,2,22,49,16,49,28,34,2
2010,"Hancock Lake","10",27,16,1,0,22,49,16,49,28,34,1
2010,"Hancock Lake","10",29,33,1,2,22,49,16,49,28,34,2
2010,"Hancock Lake","10",32,49,1,1,22,49,16,49,28,34,2
2010,"Hancock Lake","11",29,30,1,0,NA,NA,22,49,NA,28,1
2010,"Hancock Lake","11",32,49,1,0,NA,NA,22,49,NA,28,1
2010,"Hancock Lake","11",28,22,1,0,NA,NA,22,49,NA,28,1
2010,"Hancock Lake","12",29,30,2,0,NA,NA,22,30,NA,9,1
2010,"Hancock Lake","12",28,22,4,0,NA,NA,22,30,NA,9,1
2010,"Hancock Lake","13",28,22,2,0,NA,NA,22,22,NA,1,1
2010,"Hancock Lake","14",28,22,4,0,NA,NA,22,30,NA,9,1
2010,"Hancock Lake","14",29,30,6,0,NA,NA,22,30,NA,9,1
2010,"Hancock Lake","15",28,22,2,0,NA,NA,22,49,NA,28,1
2010,"Hancock Lake","15",29,30,4,0,NA,NA,22,49,NA,28,1
2010,"Hancock Lake","15",32,49,1,0,NA,NA,22,49,NA,28,1
2010,"Hancock Lake","15",29,33,1,0,NA,NA,22,49,NA,28,1
2010,"Hancock Lake","16",31,46,1,1,33,46,33,49,14,17,2
2010,"Hancock Lake","16",29,33,2,2,33,46,33,49,14,17,2
2010,"Hancock Lake","16",32,49,2,0,33,46,33,49,14,17,1
2010,"Hancock Lake","2",25,5,1,0,NA,NA,5,5,NA,1,1
2010,"Hancock Lake","3",27,16,1,0,22,22,16,33,1,18,1
2010,"Hancock Lake","3",28,22,3,1,22,22,16,33,1,18,2
2010,"Hancock Lake","3",29,33,2,0,22,22,16,33,1,18,1
2010,"Hancock Lake","3",29,30,3,0,22,22,16,33,1,18,1
2010,"Hancock Lake","4",27,16,1,0,NA,NA,16,16,NA,1,1
2010,"Hancock Lake","5",27,16,1,0,NA,NA,16,16,NA,1,1
2010,"Hancock Lake","6",27,16,1,0,NA,NA,16,16,NA,1,1
2010,"Hancock Lake","7",28,22,4,0,NA,NA,16,30,NA,15,1
2010,"Hancock Lake","7",29,30,3,0,NA,NA,16,30,NA,15,1
2010,"Hancock Lake","7",27,16,1,0,NA,NA,16,30,NA,15,1
2010,"Hancock Lake","8",27,16,1,0,NA,NA,16,16,NA,1,1
2010,"Hancock Lake","9",29,30,2,0,NA,NA,16,30,NA,15,1
2010,"Hancock Lake","9",27,16,1,0,NA,NA,16,30,NA,15,1
2010,"Harrington North","1",30,38,2,0,NA,NA,38,38,NA,1,1
2010,"Harrington North","10",30,35,1,0,NA,NA,35,35,NA,1,1
2010,"Harrington North","11",26,8,1,0,NA,NA,8,8,NA,1,1
2010,"Harrington North","12",26,8,2,0,NA,NA,8,8,NA,1,1
2010,"Harrington North","3",28,22,1,0,NA,NA,22,29,NA,8,1
2010,"Harrington North","3",29,29,2,0,NA,NA,22,29,NA,8,1
2010,"Harrington North","6",30,35,2,1,22,35,22,35,14,14,2
2010,"Harrington North","6",29,29,1,1,22,35,22,35,14,14,2
2010,"Harrington North","6",28,22,2,1,22,35,22,35,14,14,2
2010,"Harrington North","6A",29,31,4,1,24,31,31,31,8,1,2
2010,"Harrington North","6A",28,24,0,3,24,31,31,31,8,1,2
2010,"Harrington North","7",26,8,1,0,NA,NA,8,8,NA,1,1
2010,"Harrington North","8",26,8,2,0,NA,NA,8,29,NA,22,1
2010,"Harrington North","8",29,29,1,0,NA,NA,8,29,NA,22,1
2010,"Harrington North","9",28,22,2,1,22,22,22,22,1,1,2
2010,"Harrington North","M",32,52,0,2,30,52,NA,NA,23,NA,2
2010,"Harrington North","M",30,37,0,1,30,52,NA,NA,23,NA,2
2010,"Harrington North","M",29,30,0,2,30,52,NA,NA,23,NA,2
2010,"Harrington South","1",32,52,0,3,52,52,45,45,1,1,2
2010,"Harrington South","1",31,45,2,0,52,52,45,45,1,1,1
2010,"Harrington South","2",32,52,2,0,15,15,52,52,1,1,1
2010,"Harrington South","2",27,15,0,1,15,15,52,52,1,1,2
2010,"Harrington South","25",32,52,3,0,52,52,52,52,1,1,1
2010,"Harrington South","25",32,52,0,2,52,52,52,52,1,1,2
2010,"Harrington South","3",32,52,3,0,15,15,52,52,1,1,1
2010,"Harrington South","3",27,15,0,1,15,15,52,52,1,1,2
2010,"Harrington South","4",32,52,1,0,15,15,52,52,1,1,1
2010,"Harrington South","4",32,52,3,0,15,15,52,52,1,1,1
2010,"Harrington South","4",27,15,0,1,15,15,52,52,1,1,2
2010,"Harrington South","6B",32,52,3,0,NA,NA,52,52,NA,1,1
2010,"Hastie Lake","1",27,17,2,2,17,54,3,17,38,15,2
2010,"Hastie Lake","1",27,17,0,1,17,54,3,17,38,15,2
2010,"Hastie Lake","1",25,3,2,0,17,54,3,17,38,15,1
2010,"Hastie Lake","1",32,54,0,1,17,54,3,17,38,15,2
2010,"Hastie Lake","1A",32,52,0,1,52,66,NA,NA,15,NA,2
2010,"Hastie Lake","1A",34,66,0,2,52,66,NA,NA,15,NA,2
2010,"Hastie Lake","1A",33,59,0,1,52,66,NA,NA,15,NA,2
2010,"Hastie Lake","2",31,47,0,2,47,47,31,52,1,22,2
2010,"Hastie Lake","2",29,31,1,0,47,47,31,52,1,22,1
2010,"Hastie Lake","2",32,52,1,0,47,47,31,52,1,22,1
2010,"Hastie Lake","3",29,31,2,0,NA,NA,31,31,NA,1,1
2010,"Hastie Lake","4",31,47,0,1,31,47,NA,NA,17,NA,2
2010,"Hastie Lake","4",29,31,0,1,31,47,NA,NA,17,NA,2
2010,"Hastie Lake","5",30,38,1,1,38,38,38,38,1,1,2
2010,"Hastie Lake","N1",32,54,0,3,17,54,NA,NA,38,NA,2
2010,"Hastie Lake","N1",31,47,0,1,17,54,NA,NA,38,NA,2
2010,"Hastie Lake","N1",27,17,0,3,17,54,NA,NA,38,NA,2
2010,"Hastie Lake","S2",31,47,0,1,47,47,NA,NA,1,NA,2
2010,"Keystone","1",29,28,1,4,24,28,24,28,5,5,2
2010,"Keystone","1",28,24,2,0,24,28,24,28,5,5,1
2010,"Keystone","1",28,24,0,1,24,28,24,28,5,5,2
2010,"Keystone","2",30,37,0,1,37,52,24,24,16,1,2
2010,"Keystone","2",28,24,2,0,37,52,24,24,16,1,1
2010,"Keystone","2",32,52,0,1,37,52,24,24,16,1,2
2010,"Keystone","3",30,37,0,3,24,37,NA,NA,14,NA,2
2010,"Keystone","3",29,28,0,1,24,37,NA,NA,14,NA,2
2010,"Keystone","3",28,24,0,1,24,37,NA,NA,14,NA,2
2010,"Keystone","4",28,24,0,1,24,24,NA,NA,1,NA,2
2010,"Keystone","5",28,24,0,3,24,64,NA,NA,41,NA,2
2010,"Keystone","5",34,64,0,2,24,64,NA,NA,41,NA,2
2010,"Keystone","5",32,52,0,1,24,64,NA,NA,41,NA,2
2010,"Keystone","5",29,28,0,2,24,64,NA,NA,41,NA,2
2010,"Keystone","5",30,37,0,3,24,64,NA,NA,41,NA,2
2010,"Keystone","6",29,28,0,3,28,37,NA,NA,10,NA,2
2010,"Keystone","6",30,37,0,5,28,37,NA,NA,10,NA,2
2010,"Keystone","7",29,28,0,1,28,28,NA,NA,1,NA,2
2010,"Keystone","8",30,37,0,1,28,37,37,37,10,1,2
2010,"Keystone","8",29,28,0,1,28,37,37,37,10,1,2
2010,"Keystone","8",30,37,1,0,28,37,37,37,10,1,1
2010,"Keystone","9",31,44,1,0,NA,NA,44,44,NA,1,1
2010,"Lagoon North #1","10",29,29,1,0,NA,NA,29,29,NA,1,1
2010,"Lagoon North #1","11",28,25,1,0,29,53,12,37,25,26,1
2010,"Lagoon North #1","11",30,37,1,0,29,53,12,37,25,26,1
2010,"Lagoon North #1","11",32,53,0,2,29,53,12,37,25,26,2
2010,"Lagoon North #1","11",27,19,1,0,29,53,12,37,25,26,1
2010,"Lagoon North #1","11",26,12,2,0,29,53,12,37,25,26,1
2010,"Lagoon North #1","11",29,29,1,1,29,53,12,37,25,26,2
2010,"Lagoon North #1","12",28,25,1,0,NA,NA,25,25,NA,1,1
2010,"Lagoon North #1","2",26,12,2,0,29,29,12,37,1,26,1
2010,"Lagoon North #1","2",29,29,2,1,29,29,12,37,1,26,2
2010,"Lagoon North #1","2",30,37,6,0,29,29,12,37,1,26,1
2010,"Lagoon North #1","3",26,12,3,0,NA,NA,12,53,NA,42,1
2010,"Lagoon North #1","3",32,53,1,0,NA,NA,12,53,NA,42,1
2010,"Lagoon North #1","3",27,19,1,0,NA,NA,12,53,NA,42,1
2010,"Lagoon North #1","5",27,19,1,0,29,29,12,29,1,18,1
2010,"Lagoon North #1","5",26,12,3,0,29,29,12,29,1,18,1
2010,"Lagoon North #1","5",29,29,1,1,29,29,12,29,1,18,2
2010,"Lagoon North #1","6",28,25,1,0,NA,NA,25,25,NA,1,1
2010,"Lagoon North #2","1",27,15,0,1,8,43,NA,NA,36,NA,2
2010,"Lagoon North #2","1",31,43,0,7,8,43,NA,NA,36,NA,2
2010,"Lagoon North #2","1",26,8,0,1,8,43,NA,NA,36,NA,2
2010,"Lagoon North #2","1",29,31,0,1,8,43,NA,NA,36,NA,2
2010,"Lagoon North #2","1",28,25,0,6,8,43,NA,NA,36,NA,2
2010,"Lagoon North #2","1",30,39,0,3,8,43,NA,NA,36,NA,2
2010,"Lagoon North #2","2",27,15,0,1,15,39,NA,NA,25,NA,2
2010,"Lagoon North #2","2",30,39,0,3,15,39,NA,NA,25,NA,2
2010,"Lagoon North #2","2",29,31,0,1,15,39,NA,NA,25,NA,2
2010,"Lagoon North #3","1",29,33,2,0,44,51,23,38,8,16,1
2010,"Lagoon North #3","1",30,38,1,0,44,51,23,38,8,16,1
2010,"Lagoon North #3","1",28,23,3,0,44,51,23,38,8,16,1
2010,"Lagoon North #3","1",31,44,0,1,44,51,23,38,8,16,2
2010,"Lagoon North #3","1",32,51,0,2,44,51,23,38,8,16,2
2010,"Lagoon North #3","2",29,33,3,0,NA,NA,23,38,NA,16,1
2010,"Lagoon North #3","2",30,38,1,0,NA,NA,23,38,NA,16,1
2010,"Lagoon North #3","2",28,23,8,0,NA,NA,23,38,NA,16,1
2010,"Lagoon North #3","3",28,23,1,0,NA,NA,23,33,NA,11,1
2010,"Lagoon North #3","3",29,33,1,0,NA,NA,23,33,NA,11,1
2010,"Lagoon North #3","4",29,33,2,0,NA,NA,23,33,NA,11,1
2010,"Lagoon North #3","4",28,23,1,0,NA,NA,23,33,NA,11,1
2010,"Lagoon North #3","5",29,33,1,0,NA,NA,23,44,NA,22,1
2010,"Lagoon North #3","5",28,23,3,0,NA,NA,23,44,NA,22,1
2010,"Lagoon North #3","5",31,44,1,0,NA,NA,23,44,NA,22,1
2010,"Lagoon South","1",26,8,2,0,24,24,8,24,1,17,1
2010,"Lagoon South","1",28,24,1,1,24,24,8,24,1,17,2
2010,"Lagoon South","2",26,8,1,0,24,59,8,52,36,45,1
2010,"Lagoon South","2",32,52,1,1,24,59,8,52,36,45,2
2010,"Lagoon South","2",28,24,1,1,24,59,8,52,36,45,2
2010,"Lagoon South","2",29,31,4,3,24,59,8,52,36,45,2
2010,"Lagoon South","2",33,59,0,2,24,59,8,52,36,45,2
2010,"Lagoon South","2",31,45,0,5,24,59,8,52,36,45,2
2010,"Lagoon South","3",26,8,1,0,24,31,8,31,8,24,1
2010,"Lagoon South","3",29,31,2,2,24,31,8,31,8,24,2
2010,"Lagoon South","3",28,24,1,1,24,31,8,31,8,24,2
2010,"Lagoon South","4",29,31,0,1,31,31,8,8,1,1,2
2010,"Lagoon South","4",26,8,2,0,31,31,8,8,1,1,1
2010,"Lagoon South","5",29,31,2,2,31,45,8,31,15,24,2
2010,"Lagoon South","5",31,45,0,3,31,45,8,31,15,24,2
2010,"Lagoon South","5",26,8,1,0,31,45,8,31,15,24,1
2010,"Lagoon South","6",33,59,0,1,45,59,8,8,15,1,2
2010,"Lagoon South","6",31,45,0,1,45,59,8,8,15,1,2
2010,"Lagoon South","6",26,8,1,0,45,59,8,8,15,1,1
2010,"Lagoon South","7",33,59,0,3,59,59,NA,NA,1,NA,2
2010,"Ledgewood","1",27,18,0,1,8,35,NA,NA,28,NA,2
2010,"Ledgewood","1",30,35,0,3,8,35,NA,NA,28,NA,2
2010,"Ledgewood","1",26,8,0,1,8,35,NA,NA,28,NA,2
2010,"Ledgewood","1",28,22,0,2,8,35,NA,NA,28,NA,2
2010,"Ledgewood","12",30,35,0,3,8,35,NA,NA,28,NA,2
2010,"Ledgewood","12",26,8,0,2,8,35,NA,NA,28,NA,2
2010,"Ledgewood","12",27,18,0,2,8,35,NA,NA,28,NA,2
2010,"Ledgewood","12",29,28,0,1,8,35,NA,NA,28,NA,2
2010,"Ledgewood","13",32,51,0,2,28,51,NA,NA,24,NA,2
2010,"Ledgewood","13",30,35,0,2,28,51,NA,NA,24,NA,2
2010,"Ledgewood","13",29,28,0,1,28,51,NA,NA,24,NA,2
2010,"Ledgewood","4",28,22,0,3,8,45,NA,NA,38,NA,2
2010,"Ledgewood","4",31,45,0,2,8,45,NA,NA,38,NA,2
2010,"Ledgewood","4",27,18,0,2,8,45,NA,NA,38,NA,2
2010,"Ledgewood","4",30,35,0,3,8,45,NA,NA,38,NA,2
2010,"Ledgewood","4",26,8,0,1,8,45,NA,NA,38,NA,2
2010,"Ledgewood","8",27,18,0,1,18,28,22,28,11,7,2
2010,"Ledgewood","8",28,22,1,0,18,28,22,28,11,7,1
2010,"Ledgewood","8",29,28,1,1,18,28,22,28,11,7,2
2010,"Limpet Lane","1",31,46,1,0,23,37,9,46,15,38,1
2010,"Limpet Lane","1",28,23,0,1,23,37,9,46,15,38,2
2010,"Limpet Lane","1",26,9,1,0,23,37,9,46,15,38,1
2010,"Limpet Lane","1",30,37,0,1,23,37,9,46,15,38,2
2010,"Limpet Lane","2",26,9,1,0,NA,NA,9,9,NA,1,1
2010,"Limpet Lane","3",28,23,1,0,NA,NA,23,30,NA,8,1
2010,"Limpet Lane","3",29,30,2,0,NA,NA,23,30,NA,8,1
2010,"Limpet Lane","4",29,30,2,0,37,46,23,55,10,33,1
2010,"Limpet Lane","4",31,46,2,2,37,46,23,55,10,33,2
2010,"Limpet Lane","4",32,55,1,0,37,46,23,55,10,33,1
2010,"Limpet Lane","4",28,23,1,0,37,46,23,55,10,33,1
2010,"Limpet Lane","4",30,37,0,1,37,46,23,55,10,33,2
2010,"Limpet Lane","5",31,46,0,2,46,46,55,55,1,1,2
2010,"Limpet Lane","5",32,55,1,0,46,46,55,55,1,1,1
2010,"Limpet Lane","6",32,55,1,0,NA,NA,55,55,NA,1,1
2010,"Malmo Bluff","1",32,51,0,1,51,65,7,7,15,1,2
2010,"Malmo Bluff","1",26,7,1,0,51,65,7,7,15,1,1
2010,"Malmo Bluff","1",34,65,0,1,51,65,7,7,15,1,2
2010,"Malmo Bluff","10",30,39,0,1,39,44,NA,NA,6,NA,2
2010,"Malmo Bluff","10",31,44,0,1,39,44,NA,NA,6,NA,2
2010,"Malmo Bluff","2",29,31,0,1,31,44,7,7,14,1,2
2010,"Malmo Bluff","2",26,7,1,0,31,44,7,7,14,1,1
2010,"Malmo Bluff","2",31,44,0,1,31,44,7,7,14,1,2
2010,"Malmo Bluff","3",30,39,0,4,7,44,24,24,38,1,2
2010,"Malmo Bluff","3",28,24,1,2,7,44,24,24,38,1,2
2010,"Malmo Bluff","3",26,7,0,2,7,44,24,24,38,1,2
2010,"Malmo Bluff","3",31,44,0,1,7,44,24,24,38,1,2
2010,"Malmo Bluff","4",31,44,0,3,24,44,7,7,21,1,2
2010,"Malmo Bluff","4",26,7,1,0,24,44,7,7,21,1,1
2010,"Malmo Bluff","4",28,24,0,3,24,44,7,7,21,1,2
2010,"Malmo Bluff","5",28,24,0,2,24,24,7,7,1,1,2
