"year","site","burrow_name","study_day","burrow_visit","tot_prey","prey_start","prey_end","bv_start","bv_end","prey_days","bv_days","capt_hist"
2013,"Maylor Point","1",25,0,4,17,29,17,17,13,1,2
2013,"Maylor Point","1",17,3,7,17,29,17,17,13,1,2
2013,"Maylor Point","1",29,0,3,17,29,17,17,13,1,2
2013,"Maylor Point","2",10,0,2,10,17,NA,NA,8,NA,2
2013,"Maylor Point","2",17,0,2,10,17,NA,NA,8,NA,2
2013,"Maylor Point","3",25,0,1,25,25,NA,NA,1,NA,2
2013,"Monroe Landing","12",25,0,1,9,25,NA,NA,17,NA,2
2013,"Monroe Landing","12",9,0,1,9,25,NA,NA,17,NA,2
2013,"Monroe Landing","12",19,0,1,9,25,NA,NA,17,NA,2
2013,"Monroe Landing","4",39,0,1,9,39,9,9,31,1,2
2013,"Monroe Landing","4",9,1,1,9,39,9,9,31,1,2
2013,"Monroe Landing","4",19,0,3,9,39,9,9,31,1,2
2013,"Monroe Landing","4",25,0,1,9,39,9,9,31,1,2
2013,"Monroe Landing","4",32,0,2,9,39,9,9,31,1,2
2013,"Mutiny Sands","10",19,2,2,19,33,19,33,15,15,2
2013,"Mutiny Sands","10",33,2,1,19,33,19,33,15,15,2
2013,"Mutiny Sands","11",19,0,1,19,33,NA,NA,15,NA,2
2013,"Mutiny Sands","11",33,0,1,19,33,NA,NA,15,NA,2
2013,"Mutiny Sands","12",40,0,1,33,54,19,19,22,1,2
2013,"Mutiny Sands","12",54,0,1,33,54,19,19,22,1,2
2013,"Mutiny Sands","12",45,0,2,33,54,19,19,22,1,2
2013,"Mutiny Sands","12",19,1,0,33,54,19,19,22,1,1
2013,"Mutiny Sands","12",33,0,2,33,54,19,19,22,1,2
2013,"Mutiny Sands","13",40,0,1,40,40,33,33,1,1,2
2013,"Mutiny Sands","13",33,1,0,40,40,33,33,1,1,1
2013,"Mutiny Sands","15",26,0,1,26,26,19,19,1,1,2
2013,"Mutiny Sands","15",19,1,0,26,26,19,19,1,1,1
2013,"Mutiny Sands","16",40,0,1,26,45,19,19,20,1,2
2013,"Mutiny Sands","16",45,0,2,26,45,19,19,20,1,2
2013,"Mutiny Sands","16",33,0,1,26,45,19,19,20,1,2
2013,"Mutiny Sands","16",26,0,1,26,45,19,19,20,1,2
2013,"Mutiny Sands","16",19,1,0,26,45,19,19,20,1,1
2013,"Mutiny Sands","3",40,0,1,26,40,19,33,15,15,2
2013,"Mutiny Sands","3",19,1,0,26,40,19,33,15,15,1
2013,"Mutiny Sands","3",33,3,0,26,40,19,33,15,15,3
2013,"Mutiny Sands","3",26,0,1,26,40,19,33,15,15,2
2013,"Mutiny Sands","4",54,0,2,54,54,19,33,1,15,2
2013,"Mutiny Sands","4",33,5,0,54,54,19,33,1,15,1
2013,"Mutiny Sands","4",19,1,0,54,54,19,33,1,15,1
2013,"Mutiny Sands","5",33,2,0,NA,NA,33,33,NA,1,3
2013,"Mutiny Sands","6",40,0,2,40,40,NA,NA,1,NA,2
2013,"Mutiny Sands","7",40,1,0,NA,NA,40,40,NA,1,3
2013,"Mutiny Sands","9",33,1,1,19,54,4,40,36,37,2
2013,"Mutiny Sands","9",54,0,1,19,54,4,40,36,37,2
2013,"Mutiny Sands","9",4,1,0,19,54,4,40,36,37,1
2013,"Mutiny Sands","9",26,0,1,19,54,4,40,36,37,2
2013,"Mutiny Sands","9",19,0,1,19,54,4,40,36,37,2
2013,"Mutiny Sands","9",40,1,0,19,54,4,40,36,37,3
2013,"Possession Point","E1",1,0,1,1,27,6,33,27,28,2
2013,"Possession Point","E1",33,2,0,1,27,6,33,27,28,3
2013,"Possession Point","E1",6,1,0,1,27,6,33,27,28,3
2013,"Possession Point","E1",27,0,2,1,27,6,33,27,28,2
2013,"Possession Point","E1",13,0,1,1,27,6,33,27,28,2
2013,"Possession Point","E1",25,0,3,1,27,6,33,27,28,2
2013,"Possession Point","E2",33,3,0,NA,NA,33,33,NA,1,3
2013,"Possession Point","E3",25,1,0,NA,NA,25,25,NA,1,3
2013,"Possession Point","P1",1,1,0,NA,NA,1,1,NA,1,3
2013,"Possession Point","S2",13,1,0,25,41,13,25,17,13,1
2013,"Possession Point","S2",41,0,3,25,41,13,25,17,13,2
2013,"Possession Point","S2",27,0,1,25,41,13,25,17,13,2
2013,"Possession Point","S2",33,0,2,25,41,13,25,17,13,2
2013,"Possession Point","S2",25,1,1,25,41,13,25,17,13,2
2013,"Possession Point","S3",1,1,0,NA,NA,1,33,NA,33,3
2013,"Possession Point","S3",13,2,0,NA,NA,1,33,NA,33,3
2013,"Possession Point","S3",33,2,0,NA,NA,1,33,NA,33,3
2013,"Possession Point","S3",25,1,0,NA,NA,1,33,NA,33,3
2013,"Possession Point","S8",41,0,1,33,41,NA,NA,9,NA,2
2013,"Possession Point","S8",33,0,2,33,41,NA,NA,9,NA,2
2013,"Pratts Bluff","0",32,1,3,32,32,32,32,1,1,2
2013,"Pratts Bluff","1",4,2,0,32,32,4,48,1,45,1
2013,"Pratts Bluff","1",11,5,0,32,32,4,48,1,45,1
2013,"Pratts Bluff","1",18,3,0,32,32,4,48,1,45,1
2013,"Pratts Bluff","1",32,0,1,32,32,4,48,1,45,2
2013,"Pratts Bluff","1",48,1,0,32,32,4,48,1,45,3
2013,"Pratts Bluff","10",18,11,1,4,18,11,32,15,22,2
2013,"Pratts Bluff","10",32,2,0,4,18,11,32,15,22,3
2013,"Pratts Bluff","10",11,6,0,4,18,11,32,15,22,3
2013,"Pratts Bluff","10",4,0,1,4,18,11,32,15,22,2
2013,"Pratts Bluff","12",25,0,1,11,42,11,32,32,22,2
2013,"Pratts Bluff","12",32,1,1,11,42,11,32,32,22,2
2013,"Pratts Bluff","12",42,0,1,11,42,11,32,32,22,2
2013,"Pratts Bluff","12",18,3,0,11,42,11,32,32,22,3
2013,"Pratts Bluff","12",11,6,2,11,42,11,32,32,22,2
2013,"Pratts Bluff","13",11,0,1,11,11,32,32,1,1,2
2013,"Pratts Bluff","13",32,1,0,11,11,32,32,1,1,3
2013,"Pratts Bluff","14",11,4,1,11,18,11,32,8,22,2
2013,"Pratts Bluff","14",32,1,0,11,18,11,32,8,22,3
2013,"Pratts Bluff","14",18,0,1,11,18,11,32,8,22,2
2013,"Pratts Bluff","15",11,3,0,18,32,11,32,15,22,1
2013,"Pratts Bluff","15",32,1,1,18,32,11,32,15,22,2
2013,"Pratts Bluff","15",18,6,1,18,32,11,32,15,22,2
2013,"Pratts Bluff","15",25,0,1,18,32,11,32,15,22,2
2013,"Pratts Bluff","16",42,0,2,25,42,18,18,18,1,2
2013,"Pratts Bluff","16",18,5,0,25,42,18,18,18,1,1
2013,"Pratts Bluff","16",25,0,1,25,42,18,18,18,1,2
2013,"Pratts Bluff","17",25,0,4,25,25,NA,NA,1,NA,2
2013,"Pratts Bluff","2",4,1,0,18,18,4,18,1,15,1
2013,"Pratts Bluff","2",18,1,1,18,18,4,18,1,15,2
2013,"Pratts Bluff","2",11,2,0,18,18,4,18,1,15,1
2013,"Pratts Bluff","3",18,6,2,4,25,4,48,22,45,2
2013,"Pratts Bluff","3",4,1,1,4,25,4,48,22,45,2
2013,"Pratts Bluff","3",48,1,0,4,25,4,48,22,45,3
2013,"Pratts Bluff","3",11,2,0,4,25,4,48,22,45,3
2013,"Pratts Bluff","3",32,1,0,4,25,4,48,22,45,3
2013,"Pratts Bluff","3",25,3,3,4,25,4,48,22,45,2
2013,"Pratts Bluff","4",11,2,0,4,4,4,18,1,15,3
2013,"Pratts Bluff","4",18,1,0,4,4,4,18,1,15,3
2013,"Pratts Bluff","4",4,2,1,4,4,4,18,1,15,2
2013,"Pratts Bluff","5",4,1,0,18,18,4,4,1,1,1
2013,"Pratts Bluff","5",18,0,1,18,18,4,4,1,1,2
2013,"Pratts Bluff","6",4,1,0,NA,NA,4,32,NA,29,3
2013,"Pratts Bluff","6",32,1,0,NA,NA,4,32,NA,29,3
2013,"Pratts Bluff","7",4,1,0,11,11,4,4,1,1,1
2013,"Pratts Bluff","7",11,0,1,11,11,4,4,1,1,2
2013,"Pratts Bluff","8",4,2,0,NA,NA,4,4,NA,1,3
2013,"Pratts Bluff","9",4,1,2,4,18,4,11,15,8,2
2013,"Pratts Bluff","9",18,0,1,4,18,4,11,15,8,2
2013,"Pratts Bluff","9",11,4,0,4,18,4,11,15,8,3
2013,"Rolling Hills #1","10",32,1,0,NA,NA,18,32,NA,15,3
2013,"Rolling Hills #1","10",18,1,0,NA,NA,18,32,NA,15,3
2013,"Rolling Hills #1","11",39,0,1,39,46,18,18,8,1,2
2013,"Rolling Hills #1","11",18,2,0,39,46,18,18,8,1,1
2013,"Rolling Hills #1","11",46,0,1,39,46,18,18,8,1,2
2013,"Rolling Hills #1","15",11,0,1,11,46,18,18,36,1,2
2013,"Rolling Hills #1","15",25,0,2,11,46,18,18,36,1,2
2013,"Rolling Hills #1","15",46,0,1,11,46,18,18,36,1,2
2013,"Rolling Hills #1","15",18,7,1,11,46,18,18,36,1,2
2013,"Rolling Hills #1","15",39,0,3,11,46,18,18,36,1,2
2013,"Rolling Hills #1","17",25,0,2,25,25,18,32,1,15,2
2013,"Rolling Hills #1","17",18,2,0,25,25,18,32,1,15,1
2013,"Rolling Hills #1","17",32,1,0,25,25,18,32,1,15,3
2013,"Rolling Hills #1","18",11,0,1,11,39,18,18,29,1,2
2013,"Rolling Hills #1","18",18,2,0,11,39,18,18,29,1,3
2013,"Rolling Hills #1","18",39,0,2,11,39,18,18,29,1,2
2013,"Rolling Hills #1","2",18,1,0,39,60,18,18,22,1,1
2013,"Rolling Hills #1","2",60,0,1,39,60,18,18,22,1,2
2013,"Rolling Hills #1","2",39,0,2,39,60,18,18,22,1,2
2013,"Rolling Hills #1","2",46,0,1,39,60,18,18,22,1,2
2013,"Rolling Hills #1","2",53,0,1,39,60,18,18,22,1,2
2013,"Rolling Hills #1","3",39,0,2,4,39,18,18,36,1,2
2013,"Rolling Hills #1","3",11,0,1,4,39,18,18,36,1,2
2013,"Rolling Hills #1","3",18,2,3,4,39,18,18,36,1,2
2013,"Rolling Hills #1","3",4,0,2,4,39,18,18,36,1,2
2013,"Rolling Hills #1","4",18,8,2,18,18,18,18,1,1,2
2013,"Rolling Hills #1","5",11,0,1,4,32,18,18,29,1,2
2013,"Rolling Hills #1","5",32,0,1,4,32,18,18,29,1,2
2013,"Rolling Hills #1","5",18,11,0,4,32,18,18,29,1,3
2013,"Rolling Hills #1","5",4,0,2,4,32,18,18,29,1,2
2013,"Rolling Hills #1","7",18,3,0,NA,NA,18,18,NA,1,3
2013,"Rolling Hills #1","8",18,3,1,18,32,18,18,15,1,2
2013,"Rolling Hills #1","8",32,0,1,18,32,18,18,15,1,2
2013,"Rolling Hills #1","8",25,0,1,18,32,18,18,15,1,2
2013,"Rolling Hills #1","9",39,0,3,39,46,18,18,8,1,2
2013,"Rolling Hills #1","9",18,3,0,39,46,18,18,8,1,1
2013,"Rolling Hills #1","9",46,0,1,39,46,18,18,8,1,2
2013,"Rolling Hills #2","23",32,1,0,NA,NA,32,32,NA,1,3
2013,"Rolling Hills #2","24",53,0,1,53,53,46,46,1,1,2
2013,"Rolling Hills #2","24",46,1,0,53,53,46,46,1,1,1
2013,"Rolling Hills #2","25",17,1,0,32,66,17,46,35,30,1
2013,"Rolling Hills #2","25",38,0,2,32,66,17,46,35,30,2
2013,"Rolling Hills #2","25",32,8,1,32,66,17,46,35,30,2
2013,"Rolling Hills #2","25",66,0,1,32,66,17,46,35,30,2
2013,"Rolling Hills #2","25",59,0,2,32,66,17,46,35,30,2
2013,"Rolling Hills #2","25",46,1,3,32,66,17,46,35,30,2
2013,"Rolling Hills #2","26",59,0,2,59,59,NA,NA,1,NA,2
2013,"Rolling Hills #2","29",46,1,0,NA,NA,46,46,NA,1,3
2013,"Rolling Hills #2","32",24,0,1,10,32,32,32,23,1,2
2013,"Rolling Hills #2","32",17,0,2,10,32,32,32,23,1,2
2013,"Rolling Hills #2","32",10,0,2,10,32,32,32,23,1,2
2013,"Rolling Hills #2","32",32,3,1,10,32,32,32,23,1,2
2013,"Rolling Hills #2","32a",32,2,0,NA,NA,32,32,NA,1,3
2013,"Rolling Hills #2","33",32,6,0,3,24,32,32,22,1,3
2013,"Rolling Hills #2","33",10,0,2,3,24,32,32,22,1,2
2013,"Rolling Hills #2","33",3,0,1,3,24,32,32,22,1,2
2013,"Rolling Hills #2","33",24,0,1,3,24,32,32,22,1,2
2013,"Rolling Hills #2","40",17,1,0,NA,NA,17,17,NA,1,3
2013,"Rolling Hills #2","50",24,0,2,10,32,32,32,23,1,2
2013,"Rolling Hills #2","50",17,0,1,10,32,32,32,23,1,2
2013,"Rolling Hills #2","50",32,2,1,10,32,32,32,23,1,2
2013,"Rolling Hills #2","50",10,0,1,10,32,32,32,23,1,2
2013,"Rolling Hills #2","51",38,0,3,17,38,NA,NA,22,NA,2
2013,"Rolling Hills #2","51",32,0,1,17,38,NA,NA,22,NA,2
2013,"Rolling Hills #2","51",17,0,3,17,38,NA,NA,22,NA,2
2013,"Rolling Hills #2","52",10,0,2,10,38,NA,NA,29,NA,2
2013,"Rolling Hills #2","52",38,0,2,10,38,NA,NA,29,NA,2
2013,"Rolling Hills #2","52",24,0,2,10,38,NA,NA,29,NA,2
2013,"Shore Meadows","1",4,1,0,39,46,4,32,8,29,1
2013,"Shore Meadows","1",11,2,0,39,46,4,32,8,29,1
2013,"Shore Meadows","1",46,0,2,39,46,4,32,8,29,2
2013,"Shore Meadows","1",32,1,0,39,46,4,32,8,29,1
2013,"Shore Meadows","1",39,0,2,39,46,4,32,8,29,2
2013,"Shore Meadows","2",24,0,1,24,32,4,4,9,1,2
2013,"Shore Meadows","2",4,1,0,24,32,4,4,9,1,1
2013,"Shore Meadows","2",32,0,1,24,32,4,4,9,1,2
2013,"Shore Meadows","20",24,0,1,24,24,NA,NA,1,NA,2
2013,"Shore Meadows","3",46,0,3,46,67,11,55,22,45,2
2013,"Shore Meadows","3",11,1,0,46,67,11,55,22,45,1
2013,"Shore Meadows","3",67,0,1,46,67,11,55,22,45,2
2013,"Shore Meadows","3",55,1,1,46,67,11,55,22,45,2
2013,"Shore Meadows","30",39,1,0,NA,NA,39,39,NA,1,3
2013,"Shore Meadows","31",24,0,1,24,24,NA,NA,1,NA,2
2013,"Shore Meadows","4",11,0,1,11,11,NA,NA,1,NA,2
2013,"Shore Meadows","40",39,0,1,24,46,55,55,23,1,2
2013,"Shore Meadows","40",46,0,1,24,46,55,55,23,1,2
2013,"Shore Meadows","40",24,0,1,24,46,55,55,23,1,2
2013,"Shore Meadows","40",55,1,0,24,46,55,55,23,1,3
2013,"Shore Meadows","41",18,1,0,NA,NA,4,18,NA,15,3
2013,"Shore Meadows","41",4,1,0,NA,NA,4,18,NA,15,3
2013,"Shore Meadows","43",39,3,1,24,39,11,55,16,45,2
2013,"Shore Meadows","43",11,1,0,24,39,11,55,16,45,1
2013,"Shore Meadows","43",32,1,2,24,39,11,55,16,45,2
2013,"Shore Meadows","43",24,0,1,24,39,11,55,16,45,2
2013,"Shore Meadows","43",55,2,0,24,39,11,55,16,45,3
2013,"Shore Meadows","47",18,3,0,NA,NA,4,18,NA,15,3
2013,"Shore Meadows","47",4,1,0,NA,NA,4,18,NA,15,3
2013,"Shore Meadows","48",18,1,1,18,18,18,18,1,1,2
2013,"Shore Meadows","5",39,2,0,32,32,18,39,1,22,3
2013,"Shore Meadows","5",32,2,1,32,32,18,39,1,22,2
2013,"Shore Meadows","5",18,1,0,32,32,18,39,1,22,1
2013,"Shore Meadows","50",39,0,1,24,39,32,32,16,1,2
2013,"Shore Meadows","50",32,1,2,24,39,32,32,16,1,2
2013,"Shore Meadows","50",24,0,1,24,39,32,32,16,1,2
2013,"Shore Meadows","51",32,1,0,NA,NA,32,32,NA,1,3
2013,"Shore Meadows","52",24,0,4,24,24,32,32,1,1,2
2013,"Shore Meadows","52",32,1,0,24,24,32,32,1,1,3
2013,"Shore Meadows","6",24,0,2,24,55,18,55,32,38,2
2013,"Shore Meadows","6",39,4,2,24,55,18,55,32,38,2
2013,"Shore Meadows","6",55,1,1,24,55,18,55,32,38,2
2013,"Shore Meadows","6",46,2,2,24,55,18,55,32,38,2
2013,"Shore Meadows","6",32,5,3,24,55,18,55,32,38,2
2013,"Shore Meadows","6",18,3,0,24,55,18,55,32,38,1
2013,"Shore Meadows","7",32,3,1,32,32,32,32,1,1,2
2013,"Shore Meadows","8",32,1,0,NA,NA,32,32,NA,1,3
2013,"Swantown","1",4,1,0,NA,NA,4,4,NA,1,3
2013,"Swantown","2",55,0,1,19,55,NA,NA,37,NA,2
2013,"Swantown","2",19,0,1,19,55,NA,NA,37,NA,2
2013,"Swantown","2",40,0,3,19,55,NA,NA,37,NA,2
2013,"Swantown","3",47,0,2,19,47,NA,NA,29,NA,2
2013,"Swantown","3",31,0,1,19,47,NA,NA,29,NA,2
2013,"Swantown","3",19,0,1,19,47,NA,NA,29,NA,2
2013,"Swantown","4",47,0,1,31,47,NA,NA,17,NA,2
2013,"Swantown","4",31,0,1,31,47,NA,NA,17,NA,2
2014,"Cliffside","1",36,2,0,22,29,1,43,8,43,3
2014,"Cliffside","1",29,0,1,22,29,1,43,8,43,2
2014,"Cliffside","1",15,1,0,22,29,1,43,8,43,1
2014,"Cliffside","1",22,1,1,22,29,1,43,8,43,2
2014,"Cliffside","1",1,1,0,22,29,1,43,8,43,1
2014,"Cliffside","1",43,1,0,22,29,1,43,8,43,3
2014,"Cliffside","2",29,2,0,50,50,1,43,1,43,1
2014,"Cliffside","2",22,1,0,50,50,1,43,1,43,1
2014,"Cliffside","2",15,1,0,50,50,1,43,1,43,1
2014,"Cliffside","2",43,2,0,50,50,1,43,1,43,1
2014,"Cliffside","2",1,2,0,50,50,1,43,1,43,1
2014,"Cliffside","2",50,0,1,50,50,1,43,1,43,2
2014,"Cliffside","3",22,1,0,29,57,1,29,29,29,1
2014,"Cliffside","3",29,2,1,29,57,1,29,29,29,2
2014,"Cliffside","3",15,1,0,29,57,1,29,29,29,1
2014,"Cliffside","3",1,3,0,29,57,1,29,29,29,1
2014,"Cliffside","3",57,0,1,29,57,1,29,29,29,2
2014,"Cliffside","4",22,0,1,22,36,15,36,15,22,2
2014,"Cliffside","4",15,1,0,22,36,15,36,15,22,1
2014,"Cliffside","4",36,2,1,22,36,15,36,15,22,2
2014,"Cliffside","4",29,1,0,22,36,15,36,15,22,3
2014,"Cliffside","5",43,0,2,29,43,22,36,15,15,2
2014,"Cliffside","5",22,1,0,29,43,22,36,15,15,1
2014,"Cliffside","5",29,1,3,29,43,22,36,15,15,2
2014,"Cliffside","5",36,1,0,29,43,22,36,15,15,3
2014,"Cliffside","6",22,0,1,22,22,36,36,1,1,2
2014,"Cliffside","6",36,1,0,22,22,36,36,1,1,3
2014,"Cliffside","7",36,1,0,NA,NA,36,36,NA,1,3
2014,"Double Bluff North","A1",5,1,0,NA,NA,5,47,NA,43,3
2014,"Double Bluff North","A1",33,1,0,NA,NA,5,47,NA,43,3
2014,"Double Bluff North","A1",47,1,0,NA,NA,5,47,NA,43,3
2014,"Double Bluff North","A2",47,1,0,NA,NA,33,47,NA,15,3
2014,"Double Bluff North","A2",33,2,0,NA,NA,33,47,NA,15,3
2014,"Double Bluff North","B1",18,0,1,18,33,33,33,16,1,2
2014,"Double Bluff North","B1",33,2,2,18,33,33,33,16,1,2
2014,"Double Bluff North","B2",18,0,3,18,33,33,33,16,1,2
2014,"Double Bluff North","B2",33,2,4,18,33,33,33,16,1,2
2014,"Double Bluff North","B3",33,2,0,NA,NA,33,33,NA,1,3
2014,"Double Bluff North","B4",33,0,1,33,33,NA,NA,1,NA,2
2014,"Double Bluff North","D1",5,4,0,NA,NA,5,5,NA,1,3
2014,"Double Bluff North","D2",18,0,1,18,40,5,5,23,1,2
2014,"Double Bluff North","D2",5,4,0,18,40,5,5,23,1,1
2014,"Double Bluff North","D2",40,0,1,18,40,5,5,23,1,2
2014,"Double Bluff North","D3",5,3,0,NA,NA,5,5,NA,1,3
2014,"Double Bluff North","D4",40,0,1,18,53,5,5,36,1,2
2014,"Double Bluff North","D4",53,0,1,18,53,5,5,36,1,2
2014,"Double Bluff North","D4",18,0,1,18,53,5,5,36,1,2
2014,"Double Bluff North","D4",33,0,2,18,53,5,5,36,1,2
2014,"Double Bluff North","D4",47,0,1,18,53,5,5,36,1,2
2014,"Double Bluff North","D4",5,1,0,18,53,5,5,36,1,1
2014,"Double Bluff North","D5",5,2,0,NA,NA,5,5,NA,1,3
2014,"Double Bluff North","D6",33,0,1,18,33,12,18,16,7,2
2014,"Double Bluff North","D6",18,1,2,18,33,12,18,16,7,2
2014,"Double Bluff North","D6",12,1,0,18,33,12,18,16,7,1
2014,"Double Bluff North","D7",53,0,2,53,53,NA,NA,1,NA,2
2014,"Double Bluff North","E1",5,1,0,18,18,5,5,1,1,1
2014,"Double Bluff North","E1",18,0,2,18,18,5,5,1,1,2
2014,"Double Bluff North","E2",18,1,1,18,47,5,47,30,43,2
2014,"Double Bluff North","E2",5,5,0,18,47,5,47,30,43,1
2014,"Double Bluff North","E2",47,1,1,18,47,5,47,30,43,2
2014,"Double Bluff North","E2",40,0,2,18,47,5,47,30,43,2
2014,"Double Bluff North","E3",5,3,0,12,47,5,47,36,43,1
2014,"Double Bluff North","E3",40,0,1,12,47,5,47,36,43,2
2014,"Double Bluff North","E3",47,2,1,12,47,5,47,36,43,2
2014,"Double Bluff North","E3",12,0,1,12,47,5,47,36,43,2
2014,"Double Bluff North","E4",5,2,0,NA,NA,5,5,NA,1,3
2014,"Double Bluff North","E5",12,0,2,12,40,NA,NA,29,NA,2
2014,"Double Bluff North","E5",40,0,1,12,40,NA,NA,29,NA,2
2014,"Double Bluff North","E6",18,1,0,NA,NA,18,18,NA,1,3
2014,"Double Bluff South","1",52,0,1,19,52,NA,NA,34,NA,2
2014,"Double Bluff South","1",38,0,2,19,52,NA,NA,34,NA,2
2014,"Double Bluff South","1",24,0,1,19,52,NA,NA,34,NA,2
2014,"Double Bluff South","1",45,0,3,19,52,NA,NA,34,NA,2
2014,"Double Bluff South","1",19,0,1,19,52,NA,NA,34,NA,2
2014,"Double Bluff South","2",24,1,0,NA,NA,24,24,NA,1,3
2014,"Double Bluff South","3",45,1,1,38,45,45,45,8,1,2
2014,"Double Bluff South","3",38,0,2,38,45,45,45,8,1,2
2014,"Forbes Point","10",36,0,0,45,45,NA,NA,1,NA,4
2014,"Forbes Point","10",45,0,1,45,45,NA,NA,1,NA,2
2014,"Forbes Point","3",45,1,1,45,45,45,45,1,1,2
2014,"Forbes Point","4",45,0,1,45,45,NA,NA,1,NA,2
2014,"Forbes Point","5",36,0,1,36,36,NA,NA,1,NA,2
2014,"Forbes Point","9",36,1,0,NA,NA,36,60,NA,25,3
2014,"Forbes Point","9",60,1,0,NA,NA,36,60,NA,25,3
2014,"Fort Casey","1",33,1,0,12,28,33,54,17,22,3
2014,"Fort Casey","1",19,0,1,12,28,33,54,17,22,2
2014,"Fort Casey","1",12,0,1,12,28,33,54,17,22,2
2014,"Fort Casey","1",28,0,2,12,28,33,54,17,22,2
2014,"Fort Casey","1",54,1,0,12,28,33,54,17,22,3
2014,"Fort Casey","10",39,0,1,39,39,NA,NA,1,NA,2
2014,"Fort Casey","11",49,1,0,NA,NA,49,49,NA,1,3
2014,"Fort Casey","12",54,0,1,54,54,NA,NA,1,NA,2
2014,"Fort Casey","13",54,1,0,NA,NA,54,54,NA,1,3
2014,"Fort Casey","14",54,0,1,54,54,NA,NA,1,NA,2
2014,"Fort Casey","14",54,0,1,54,54,NA,NA,1,NA,2
2014,"Fort Casey","15",61,1,0,NA,NA,61,61,NA,1,3
2014,"Fort Casey","2",19,0,1,19,54,NA,NA,36,NA,2
2014,"Fort Casey","2",28,0,1,19,54,NA,NA,36,NA,2
2014,"Fort Casey","2",54,0,1,19,54,NA,NA,36,NA,2
2014,"Fort Casey","3",39,0,1,19,49,NA,NA,31,NA,2
2014,"Fort Casey","3",28,0,1,19,49,NA,NA,31,NA,2
2014,"Fort Casey","3",49,0,1,19,49,NA,NA,31,NA,2
2014,"Fort Casey","3",19,0,2,19,49,NA,NA,31,NA,2
2014,"Fort Casey","3",33,0,1,19,49,NA,NA,31,NA,2
2014,"Fort Casey","4",28,0,1,28,28,33,33,1,1,2
2014,"Fort Casey","4",33,1,0,28,28,33,33,1,1,3
2014,"Fort Casey","5",39,0,1,28,39,NA,NA,12,NA,2
2014,"Fort Casey","5",28,0,1,28,39,NA,NA,12,NA,2
2014,"Fort Casey","6",33,1,0,NA,NA,33,33,NA,1,3
2014,"Fort Casey","7",33,1,0,NA,NA,33,33,NA,1,3
2014,"Fort Casey","9",39,0,1,39,49,49,49,11,1,2
2014,"Fort Casey","9",49,1,1,39,49,49,49,11,1,2
2014,"Hancock Lake","1",23,0,1,23,33,31,33,11,3,2
2014,"Hancock Lake","1",33,5,1,23,33,31,33,11,3,2
2014,"Hancock Lake","1",24,0,2,23,33,31,33,11,3,2
2014,"Hancock Lake","1",31,2,0,23,33,31,33,11,3,3
2014,"Hancock Lake","10",23,1,0,NA,NA,23,33,NA,11,3
2014,"Hancock Lake","10",33,3,0,NA,NA,23,33,NA,11,3
2014,"Hancock Lake","11",33,8,0,NA,NA,33,33,NA,1,3
2014,"Hancock Lake","12",40,1,0,NA,NA,33,40,NA,8,3
2014,"Hancock Lake","12",33,3,0,NA,NA,33,40,NA,8,3
2014,"Hancock Lake","13",40,0,1,40,40,NA,NA,1,NA,2
2014,"Hancock Lake","2",33,4,1,33,40,23,33,8,11,2
2014,"Hancock Lake","2",31,2,0,33,40,23,33,8,11,1
2014,"Hancock Lake","2",26,2,0,33,40,23,33,8,11,1
2014,"Hancock Lake","2",23,1,0,33,40,23,33,8,11,1
2014,"Hancock Lake","2",40,0,1,33,40,23,33,8,11,2
2014,"Hancock Lake","3",23,1,0,41,41,23,33,1,11,1
2014,"Hancock Lake","3",26,1,0,41,41,23,33,1,11,1
2014,"Hancock Lake","3",33,8,0,41,41,23,33,1,11,1
2014,"Hancock Lake","3",41,0,1,41,41,23,33,1,11,2
2014,"Hancock Lake","4",46,0,1,33,46,33,40,14,8,2
2014,"Hancock Lake","4",33,1,1,33,46,33,40,14,8,2
2014,"Hancock Lake","4",40,1,1,33,46,33,40,14,8,2
2014,"Hancock Lake","5",40,1,0,NA,NA,26,40,NA,15,3
2014,"Hancock Lake","5",26,1,0,NA,NA,26,40,NA,15,3
2014,"Hancock Lake","7",23,2,0,NA,NA,23,33,NA,11,3
2014,"Hancock Lake","7",33,3,0,NA,NA,23,33,NA,11,3
2014,"Hancock Lake","8",26,3,0,40,40,26,40,1,15,1
2014,"Hancock Lake","8",33,7,0,40,40,26,40,1,15,1
2014,"Hancock Lake","8",40,2,2,40,40,26,40,1,15,2
2014,"Hancock Lake","9",40,0,1,40,40,NA,NA,1,NA,2
2014,"Harrington North","7",44,0,2,24,52,NA,NA,29,NA,2
2014,"Harrington North","7",24,0,1,24,52,NA,NA,29,NA,2
2014,"Harrington North","7",31,0,1,24,52,NA,NA,29,NA,2
2014,"Harrington North","7",52,0,1,24,52,NA,NA,29,NA,2
2014,"Harrington North","RM",24,0,1,24,24,NA,NA,1,NA,2
2014,"Harrington South","1",43,1,0,NA,NA,43,43,NA,1,3
2014,"Harrington South","4",43,1,0,NA,NA,43,43,NA,1,3
2014,"Harrington South","5",43,2,0,NA,NA,43,43,NA,1,3
2014,"Harrington South","6",3,1,0,NA,NA,3,3,NA,1,3
2014,"Harrington South","7",3,1,0,NA,NA,3,43,NA,41,3
2014,"Harrington South","7",43,1,0,NA,NA,3,43,NA,41,3
