"site","year","date","week","yday","region.x","burrow_name","burrow_visit","Gunnel","Sculpin","Other","tot_prey","intern_data","region.y","id"
"Hastie Lake South","2016",2016-07-05,27,187,"Whidbey","6",1,0,0,0,0,"","Whidbey",2908
"Hastie Lake South","2016",2016-07-05,27,187,"Whidbey","1",0,2,1,0,3,"","Whidbey",2909
"Hastie Lake South","2016",2016-07-05,27,187,"Whidbey","8",1,0,0,0,0,"","Whidbey",2910
"Hastie Lake South","2016",2016-07-12,28,194,"Whidbey","1",0,0,1,0,1,"","Whidbey",2911
"Hastie Lake South","2016",2016-07-12,28,194,"Whidbey","3",0,1,1,1,3,"","Whidbey",2912
"Hastie Lake South","2016",2016-07-12,28,194,"Whidbey","4",0,0,1,0,1,"","Whidbey",2913
"Hastie Lake South","2016",2016-07-12,28,194,"Whidbey","6",0,0,1,0,1,"","Whidbey",2914
"Hastie Lake South","2016",2016-07-12,28,194,"Whidbey","9",0,0,2,0,2,"","Whidbey",2915
"Hastie Lake South","2016",2016-07-19,29,201,"Whidbey","4",0,1,1,0,2,"","Whidbey",2916
"Hastie Lake South","2016",2016-07-26,30,208,"Whidbey","2",0,0,0,1,1,"","Whidbey",2917
"Hastie Lake South","2016",2016-07-26,30,208,"Whidbey","9",0,1,0,0,1,"","Whidbey",2918
"Hastie Lake South","2016",2016-07-26,30,208,"Whidbey","4",0,1,0,0,1,"","Whidbey",2919
"Hastie Lake South","2016",2016-08-02,31,215,"Whidbey","2",0,0,1,0,1,"","Whidbey",2920
"Hastie Lake South","2016",2016-08-02,31,215,"Whidbey","9",0,1,1,0,2,"","Whidbey",2921
"Hastie Lake South","2016",2016-08-02,31,215,"Whidbey","5",0,1,0,0,1,"","Whidbey",2922
"Hastie Lake South","2016",2016-08-02,31,215,"Whidbey","6",0,0,1,0,1,"","Whidbey",2923
"Hastie Lake South","2016",2016-08-08,32,221,"Whidbey","6",0,3,1,0,4,"","Whidbey",2924
"Hastie Lake South","2016",2016-08-08,32,221,"Whidbey","9",0,2,2,0,4,"","Whidbey",2925
"Hastie Lake South","2016",2016-08-08,32,221,"Whidbey","2",1,0,0,0,0,"","Whidbey",2926
"Hastie Lake South","2016",2016-08-08,32,221,"Whidbey","5",1,3,2,0,5,"","Whidbey",2927
"Hastie Lake South","2016",2016-08-15,33,228,"Whidbey","2",0,1,0,0,1,"","Whidbey",2928
"Hastie Lake South","2016",2016-08-23,34,236,"Whidbey","5",0,2,1,0,3,"","Whidbey",2929
"Hastie Lake South","2016",2016-08-23,34,236,"Whidbey","2",0,3,0,1,4,"","Whidbey",2930
"Hastie Lake South","2016",2016-08-30,35,243,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2931
"Hastie Lake South","2017",2017-06-13,24,164,"Whidbey","4",1,0,0,0,0,"","Whidbey",2932
"Hastie Lake South","2017",2017-06-13,24,164,"Whidbey","7",2,0,0,0,0,"","Whidbey",2933
"Hastie Lake South","2017",2017-06-22,25,173,"Whidbey","2",0,1,0,0,1,"","Whidbey",2934
"Hastie Lake South","2017",2017-06-27,26,178,"Whidbey","2",0,0,1,0,1,"","Whidbey",2935
"Hastie Lake South","2017",2017-06-27,26,178,"Whidbey","10",2,0,0,0,0,"","Whidbey",2936
"Hastie Lake South","2017",2017-06-27,26,178,"Whidbey","1",0,0,1,0,1,"","Whidbey",2937
"Hastie Lake South","2017",2017-06-27,26,178,"Whidbey","11",1,0,0,0,0,"","Whidbey",2938
"Hastie Lake South","2017",2017-07-04,27,185,"Whidbey","9",0,0,2,0,2,"","Whidbey",2939
"Hastie Lake South","2017",2017-07-04,27,185,"Whidbey","3",0,0,1,0,1,"","Whidbey",2940
"Hastie Lake South","2017",2017-07-11,28,192,"Whidbey","3",0,0,1,0,1,"","Whidbey",2941
"Hastie Lake South","2017",2017-07-11,28,192,"Whidbey","4",0,1,0,0,1,"","Whidbey",2942
"Hastie Lake South","2017",2017-07-11,28,192,"Whidbey","6",0,2,1,0,3,"","Whidbey",2943
"Hastie Lake South","2017",2017-07-18,29,199,"Whidbey","3",0,0,2,0,2,"","Whidbey",2944
"Hastie Lake South","2017",2017-07-18,29,199,"Whidbey","9",0,1,2,1,4,"","Whidbey",2945
"Hastie Lake South","2017",2017-07-18,29,199,"Whidbey","1",0,0,1,0,1,"","Whidbey",2946
"Hastie Lake South","2017",2017-07-18,29,199,"Whidbey","12",0,0,2,0,2,"","Whidbey",2947
"Hastie Lake South","2017",2017-07-25,30,206,"Whidbey","1",0,0,2,0,2,"","Whidbey",2948
"Hastie Lake South","2017",2017-07-25,30,206,"Whidbey","12",0,0,1,0,1,"","Whidbey",2949
"Hastie Lake South","2017",2017-07-25,30,206,"Whidbey","4",0,0,1,0,1,"","Whidbey",2950
"Hastie Lake South","2017",2017-08-01,31,213,"Whidbey","12",0,0,1,1,2,"","Whidbey",2951
"Hastie Lake South","2017",2017-08-01,31,213,"Whidbey","13",0,0,0,2,2,"","Whidbey",2952
"Hastie Lake South","2017",2017-08-08,32,220,"Whidbey","4",0,1,0,1,2,"","Whidbey",2953
"Hastie Lake South","2017",2017-08-15,33,227,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2954
"Hastie Lake South","2017",2017-08-22,34,234,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2955
"Hearthfire","2017",2017-06-09,23,160,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2956
"Hearthfire","2017",2017-06-16,24,167,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2957
"Hearthfire","2017",2017-06-30,26,181,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2958
"Hearthfire","2017",2017-07-07,27,188,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2959
"Hearthfire","2017",2017-07-14,28,195,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2960
"Hearthfire","2017",2017-07-21,29,202,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2961
"Hearthfire","2017",2017-07-28,30,209,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2962
"Hearthfire","2017",2017-08-04,31,216,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2963
"Hearthfire","2017",2017-08-11,32,223,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2964
"Higgins Cove","2015",2015-06-11,24,162,"South Sound","1",1,0,0,0,0,"","SS",2965
"Higgins Cove","2015",2015-06-18,25,169,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2966
"Higgins Cove","2015",2015-06-26,26,177,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2967
"Higgins Cove","2015",2015-07-02,27,183,"South Sound","1",0,1,0,0,1,"","SS",2968
"Higgins Cove","2015",2015-07-09,28,190,"South Sound","2",0,1,0,0,1,"","SS",2969
"Higgins Cove","2015",2015-07-09,28,190,"South Sound","1",0,0,1,0,1,"","SS",2970
"Higgins Cove","2015",2015-07-16,29,197,"South Sound","2",0,0,0,1,1,"","SS",2971
"Higgins Cove","2015",2015-07-23,30,204,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2972
"Higgins Cove","2015",2015-07-30,31,211,"South Sound","1",0,4,0,0,4,"","SS",2973
"Higgins Cove","2015",2015-08-07,32,219,"South Sound","1",0,1,0,0,1,"","SS",2974
"Higgins Cove","2015",2015-08-13,33,225,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2975
"Higgins Cove","2015",2015-08-19,34,231,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2976
"Higgins Cove","2016",2016-06-11,23,163,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2977
"Higgins Cove","2016",2016-06-17,24,169,"South Sound","1",3,0,0,0,0,"","SS",2978
"Higgins Cove","2016",2016-06-24,25,176,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2979
"Higgins Cove","2016",2016-07-01,26,183,"South Sound","2",1,0,0,0,0,"","SS",2980
"Higgins Cove","2016",2016-07-08,27,190,"South Sound","2",0,1,0,0,1,"","SS",2981
"Higgins Cove","2016",2016-07-08,27,190,"South Sound","1",0,1,0,0,1,"","SS",2982
"Higgins Cove","2016",2016-07-15,28,197,"South Sound","1",0,1,0,0,1,"","SS",2983
"Higgins Cove","2016",2016-07-15,28,197,"South Sound","2",0,0,0,1,1,"","SS",2984
"Higgins Cove","2016",2016-07-23,29,205,"South Sound","1",2,1,0,0,1,"","SS",2985
"Higgins Cove","2016",2016-07-29,30,211,"South Sound","2",0,0,0,1,1,"","SS",2986
"Higgins Cove","2016",2016-07-29,30,211,"South Sound","1",3,1,0,0,1,"","SS",2987
"Higgins Cove","2016",2016-08-06,31,219,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2988
"Higgins Cove","2016",2016-08-12,32,225,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2989
"Higgins Cove","2017",2017-06-07,23,158,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2990
"Higgins Cove","2017",2017-06-16,24,167,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2991
"Higgins Cove","2017",2017-06-21,25,172,"South Sound","1",1,0,0,0,0,"","SS",2992
"Higgins Cove","2017",2017-06-29,26,180,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2993
"Higgins Cove","2017",2017-07-06,27,187,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2994
"Higgins Cove","2017",2017-07-13,28,194,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2995
"Higgins Cove","2017",2017-07-20,29,201,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2996
"Hope Island NE","2017",2017-06-03,22,154,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2997
"Hope Island NE","2017",2017-06-10,23,161,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2998
"Hope Island NE","2017",2017-06-16,24,167,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2999
"Hope Island NE","2017",2017-06-30,26,181,NA,NA,NA,NA,NA,NA,NA,NA,"SS",3000
"Hope Island NE","2017",2017-07-09,27,190,NA,NA,NA,NA,NA,NA,NA,NA,"SS",3001
"Hope Island NE","2017",2017-07-23,29,204,NA,NA,NA,NA,NA,NA,NA,NA,"SS",3002
"Jarrell Cove State Park","2017",2017-06-12,24,163,"South Sound","3",1,0,0,0,0,"","SS",3003
"Jarrell Cove State Park","2017",2017-06-12,24,163,"South Sound","1",2,0,0,0,0,"","SS",3004
"Jarrell Cove State Park","2017",2017-06-12,24,163,"South Sound","2",1,0,0,0,0,"","SS",3005
"Jarrell Cove State Park","2017",2017-06-12,24,163,"South Sound","4",1,0,0,0,0,"","SS",3006
"Jarrell Cove State Park","2017",2017-06-20,25,171,"South Sound","2",1,0,0,0,0,"","SS",3007
"Ketron Ferry","2015",2015-06-18,25,169,"South Sound","1",1,0,0,0,0,"","SS",3008
"Ketron Ferry","2015",2015-06-25,26,176,"South Sound","4",1,0,0,0,0,"","SS",3009
"Ketron Ferry","2015",2015-06-25,26,176,"South Sound","2",1,0,0,0,0,"","SS",3010
"Ketron Ferry","2015",2015-06-25,26,176,"South Sound","3",1,0,0,0,0,"","SS",3011
"Ketron Ferry","2015",2015-06-25,26,176,"South Sound","1",1,0,0,0,0,"","SS",3012
"Ketron Ferry","2016",2016-08-21,33,234,NA,NA,NA,NA,NA,NA,NA,NA,"SS",3013
"Ketron Ferry","2017",2017-06-09,23,160,NA,NA,NA,NA,NA,NA,NA,NA,"SS",3014
"Ketron Ferry","2017",2017-07-27,30,208,NA,NA,NA,NA,NA,NA,NA,NA,"SS",3015
"Ketron Ferry","2017",2017-08-22,34,234,NA,NA,NA,NA,NA,NA,NA,NA,"SS",3016
"Ketron SE","2015",2015-06-16,25,167,NA,NA,NA,NA,NA,NA,NA,NA,"SS",3017
"Ketron SE","2015",2015-06-23,26,174,NA,NA,NA,NA,NA,NA,NA,NA,"SS",3018
"Ketron SE","2015",2015-07-14,29,195,NA,NA,NA,NA,NA,NA,NA,NA,"SS",3019
"Ketron SE","2015",2015-07-21,30,202,"South Sound","3",1,0,0,0,0,"","SS",3020
"Ketron SE","2015",2015-07-21,30,202,"South Sound","1",0,1,0,0,1,"","SS",3021
"Ketron SE","2015",2015-07-28,31,209,NA,NA,NA,NA,NA,NA,NA,NA,"SS",3022
"Ketron SE","2015",2015-08-05,32,217,"South Sound","3",0,1,0,0,1,"","SS",3023
"Ketron SE","2015",2015-08-11,33,223,"South Sound","3",0,1,0,0,1,"","SS",3024
"Ketron SE","2015",2015-08-25,35,237,NA,NA,NA,NA,NA,NA,NA,NA,"SS",3025
"Ketron SE","2015",2015-09-03,36,246,NA,NA,NA,NA,NA,NA,NA,NA,"SS",3026
"Ketron SE","2017",2017-06-02,22,153,"South Sound","2",1,0,0,0,0,"","SS",3027
"Ketron SE","2017",2017-06-02,22,153,"South Sound","1",1,0,0,0,0,"","SS",3028
"Ketron SE","2017",2017-06-07,23,158,"South Sound","1",1,0,0,0,0,"","SS",3029
"Ketron SE","2017",2017-06-14,24,165,"South Sound","3",1,0,0,0,0,"","SS",3030
"Ketron SE","2017",2017-06-14,24,165,"South Sound","1",1,0,0,0,0,"","SS",3031
"Ketron SE","2017",2017-06-16,24,167,NA,NA,NA,NA,NA,NA,NA,NA,"SS",3032
"Ketron SE","2017",2017-06-23,25,174,NA,NA,NA,NA,NA,NA,NA,NA,"SS",3033
"Ketron SE","2017",2017-06-28,26,179,"South Sound","3",1,0,0,0,0,"","SS",3034
"Ketron SE","2017",2017-07-05,27,186,"South Sound","3",0,1,1,0,2,"","SS",3035
"Ketron SE","2017",2017-07-12,28,193,"South Sound","3",0,0,2,0,2,"","SS",3036
"Ketron SE","2017",2017-07-17,29,198,"South Sound","3",0,0,1,0,1,"","SS",3037
"Ketron SW","2015",2015-06-08,24,159,NA,NA,NA,NA,NA,NA,NA,NA,"SS",3038
"Ketron SW","2015",2015-06-29,27,180,NA,NA,NA,NA,NA,NA,NA,NA,"SS",3039
"Ketron SW","2015",2015-07-06,28,187,NA,NA,NA,NA,NA,NA,NA,NA,"SS",3040
"Ketron SW","2017",2017-06-02,22,153,NA,NA,NA,NA,NA,NA,NA,NA,"SS",3041
"Ketron SW","2017",2017-06-07,23,158,"South Sound","1",1,0,0,0,0,"","SS",3042
"Ketron SW","2017",2017-06-14,24,165,"South Sound","1",2,0,0,0,0,"","SS",3043
"Ketron SW","2017",2017-06-14,24,165,"South Sound","2",1,0,0,0,0,"","SS",3044
"Ketron SW","2017",2017-06-23,25,174,NA,NA,NA,NA,NA,NA,NA,NA,"SS",3045
"Ketron SW","2017",2017-06-28,26,179,NA,NA,NA,NA,NA,NA,NA,NA,"SS",3046
"Ketron SW","2017",2017-07-05,27,186,NA,NA,NA,NA,NA,NA,NA,NA,"SS",3047
"Ketron SW","2017",2017-07-12,28,193,"South Sound","2",2,0,0,0,0,"","SS",3048
"Ketron SW","2017",2017-07-12,28,193,"South Sound","6",3,0,0,0,0,"","SS",3049
"Ketron SW","2017",2017-07-12,28,193,"South Sound","4",0,1,0,0,1,"","SS",3050
"Ketron SW","2017",2017-07-12,28,193,"South Sound","3",2,0,0,0,0,"","SS",3051
"Ketron SW","2017",2017-07-12,28,193,"South Sound","5",2,0,0,0,0,"","SS",3052
"Ketron SW","2017",2017-07-12,28,193,"South Sound","1",1,0,0,0,0,"","SS",3053
"Ketron SW","2017",2017-07-17,29,198,"South Sound","3",0,0,1,0,1,"","SS",3054
"Keystone","2008",2008-06-22,25,174,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",3055
"Keystone","2008",2008-06-29,26,181,"Whidbey","2",0,0,0,1,1,"","Whidbey",3056
"Keystone","2008",2008-07-06,27,188,"Whidbey","1",0,1,0,0,1,"","Whidbey",3057
"Keystone","2008",2008-07-06,27,188,"Whidbey","2",0,2,0,0,2,"","Whidbey",3058
"Keystone","2008",2008-07-06,27,188,"Whidbey","3",0,0,1,0,1,"","Whidbey",3059
"Keystone","2008",2008-07-06,27,188,"Whidbey","4",0,0,0,1,1,"","Whidbey",3060
"Keystone","2008",2008-07-12,28,194,"Whidbey","5",0,2,0,1,3,"","Whidbey",3061
"Keystone","2008",2008-07-12,28,194,"Whidbey","4",0,1,1,1,3,"","Whidbey",3062
"Keystone","2008",2008-07-12,28,194,"Whidbey","1",0,1,1,1,3,"","Whidbey",3063
"Keystone","2008",2008-07-19,29,201,"Whidbey","3",0,0,1,0,1,"","Whidbey",3064
"Keystone","2008",2008-07-19,29,201,"Whidbey","4",0,0,0,1,1,"","Whidbey",3065
"Keystone","2008",2008-07-19,29,201,"Whidbey","6",0,2,0,0,2,"","Whidbey",3066
"Keystone","2008",2008-07-19,29,201,"Whidbey","2",0,1,0,0,1,"","Whidbey",3067
"Keystone","2008",2008-07-27,30,209,"Whidbey","2",0,2,1,0,3,"","Whidbey",3068
"Keystone","2008",2008-07-27,30,209,"Whidbey","3",0,8,1,0,9,"","Whidbey",3069
"Keystone","2008",2008-08-03,31,216,"Whidbey","2",0,0,0,1,1,"","Whidbey",3070
"Keystone","2008",2008-08-03,31,216,"Whidbey","6",0,0,0,1,1,"","Whidbey",3071
"Keystone","2008",2008-08-03,31,216,"Whidbey","3",0,0,0,1,1,"","Whidbey",3072
"Keystone","2008",2008-08-10,32,223,"Whidbey","3",0,4,2,0,6,"","Whidbey",3073
"Keystone","2008",2008-08-10,32,223,"Whidbey","6",0,1,1,0,2,"","Whidbey",3074
"Keystone","2008",2008-08-10,32,223,"Whidbey","4",0,0,2,1,3,"","Whidbey",3075
"Keystone","2008",2008-08-17,33,230,"Whidbey","3",0,2,0,5,7,"","Whidbey",3076
"Keystone","2009",2009-07-01,27,182,"Whidbey","1",0,1,0,0,1,"","Whidbey",3077
"Keystone","2009",2009-07-10,28,191,"Whidbey","3",0,2,0,0,2,"","Whidbey",3078
"Keystone","2009",2009-07-10,28,191,"Whidbey","5",0,1,0,0,1,"","Whidbey",3079
"Keystone","2009",2009-07-10,28,191,"Whidbey","4",0,1,0,0,1,"","Whidbey",3080
"Keystone","2009",2009-07-10,28,191,"Whidbey","2",0,1,0,0,1,"","Whidbey",3081
"Keystone","2009",2009-07-15,29,196,"Whidbey","2",0,0,0,1,1,"","Whidbey",3082
"Keystone","2009",2009-07-15,29,196,"Whidbey","1",1,0,0,0,0,"","Whidbey",3083
"Keystone","2009",2009-07-15,29,196,"Whidbey","3",1,0,0,0,0,"","Whidbey",3084
"Keystone","2009",2009-07-15,29,196,"Whidbey","4",0,0,0,2,2,"","Whidbey",3085
"Keystone","2009",2009-07-25,30,206,"Whidbey","4",0,0,0,1,1,"","Whidbey",3086
"Keystone","2009",2009-07-25,30,206,"Whidbey","3",0,0,0,1,1,"","Whidbey",3087
"Keystone","2009",2009-07-31,31,212,"Whidbey","5",0,0,0,1,1,"","Whidbey",3088
"Keystone","2009",2009-07-31,31,212,"Whidbey","3",0,1,0,1,2,"","Whidbey",3089
"Keystone","2009",2009-07-31,31,212,"Whidbey","4",0,2,0,1,3,"","Whidbey",3090
"Keystone","2009",2009-08-06,32,218,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",3091
"Keystone","2009",2009-08-20,34,232,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",3092
"Keystone","2010",2010-06-28,26,179,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",3093
"Keystone","2010",2010-07-06,27,187,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",3094
"Keystone","2010",2010-07-15,28,196,"Whidbey","1",0,1,0,0,1,"","Whidbey",3095
"Keystone","2010",2010-07-15,28,196,"Whidbey","5",0,3,0,0,3,"","Whidbey",3096
"Keystone","2010",2010-07-15,28,196,"Whidbey","1",2,0,0,0,0,"","Whidbey",3097
"Keystone","2010",2010-07-15,28,196,"Whidbey","3",0,1,0,0,1,"","Whidbey",3098
"Keystone","2010",2010-07-15,28,196,"Whidbey","2",2,0,0,0,0,"","Whidbey",3099
"Keystone","2010",2010-07-15,28,196,"Whidbey","4",0,0,0,1,1,"","Whidbey",3100
"Keystone","2010",2010-07-19,29,200,"Whidbey","5",0,0,1,1,2,"","Whidbey",3101
"Keystone","2010",2010-07-19,29,200,"Whidbey","6",0,0,1,2,3,"","Whidbey",3102
"Keystone","2010",2010-07-19,29,200,"Whidbey","7",0,0,0,1,1,"","Whidbey",3103
"Keystone","2010",2010-07-19,29,200,"Whidbey","1",1,2,2,0,4,"","Whidbey",3104
"Keystone","2010",2010-07-19,29,200,"Whidbey","8",0,1,0,0,1,"","Whidbey",3105
"Keystone","2010",2010-07-19,29,200,"Whidbey","3",0,0,0,1,1,"","Whidbey",3106
"Keystone","2010",2010-07-28,30,209,"Whidbey","5",0,1,1,1,3,"","Whidbey",3107
"Keystone","2010",2010-07-28,30,209,"Whidbey","8",1,0,0,0,0,"","Whidbey",3108
"Keystone","2010",2010-07-28,30,209,"Whidbey","6",0,4,1,0,5,"","Whidbey",3109
"Keystone","2010",2010-07-28,30,209,"Whidbey","2",0,0,1,0,1,"","Whidbey",3110
"Keystone","2010",2010-07-28,30,209,"Whidbey","8",0,0,0,1,1,"","Whidbey",3111
"Keystone","2010",2010-07-28,30,209,"Whidbey","3",0,0,3,0,3,"","Whidbey",3112
"Keystone","2010",2010-08-04,31,216,"Whidbey","9",1,0,0,0,0,"","Whidbey",3113
"Keystone","2010",2010-08-12,32,224,"Whidbey","2",0,1,0,0,1,"",NA,3114
"Keystone","2010",2010-08-12,32,224,"Whidbey","5",0,0,0,1,1,"",NA,3115
"Keystone","2010",2010-08-18,33,230,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",3116
"Keystone","2010",2010-08-24,34,236,"Whidbey","5",0,0,2,0,2,"","Whidbey",3117
"Keystone","2011",2011-06-26,25,177,"Whidbey","1",1,2,0,1,3,"","Whidbey",3118
"Keystone","2011",2011-07-04,27,185,"Whidbey","2",0,0,1,0,1,"","Whidbey",3119
"Keystone","2011",2011-07-04,27,185,"Whidbey","3",0,1,0,0,1,"","Whidbey",3120
"Keystone","2011",2011-07-12,28,193,"Whidbey","3",0,0,1,0,1,"","Whidbey",3121
"Keystone","2011",2011-07-12,28,193,"Whidbey","5",0,1,0,0,1,"","Whidbey",3122
"Keystone","2011",2011-07-12,28,193,"Whidbey","1",0,1,0,0,1,"","Whidbey",3123
"Keystone","2011",2011-07-12,28,193,"Whidbey","4",0,0,1,0,1,"","Whidbey",3124
"Keystone","2011",2011-07-19,29,200,"Whidbey","2",0,0,0,1,1,"","Whidbey",3125
"Keystone","2011",2011-07-19,29,200,"Whidbey","7",0,1,0,1,2,"","Whidbey",3126
"Keystone","2011",2011-07-19,29,200,"Whidbey","6",0,1,0,0,1,"","Whidbey",3127
"Keystone","2011",2011-07-19,29,200,"Whidbey","1",0,1,0,2,3,"","Whidbey",3128
"Keystone","2011",2011-07-27,30,208,"Whidbey","5",0,0,1,0,1,"","Whidbey",3129
"Keystone","2011",2011-07-27,30,208,"Whidbey","8",0,1,0,1,2,"","Whidbey",3130
"Keystone","2011",2011-07-27,30,208,"Whidbey","1",0,1,1,0,2,"","Whidbey",3131
"Keystone","2011",2011-07-27,30,208,"Whidbey","3",0,1,0,0,1,"","Whidbey",3132
"Keystone","2011",2011-08-01,31,213,"Whidbey","9",0,0,0,1,1,"","Whidbey",3133
"Keystone","2011",2011-08-01,31,213,"Whidbey","1",0,3,1,0,4,"","Whidbey",3134
"Keystone","2011",2011-08-08,32,220,"Whidbey","10",0,0,0,1,1,"","Whidbey",3135
"Keystone","2011",2011-08-08,32,220,"Whidbey","7",0,0,3,0,3,"","Whidbey",3136
"Keystone","2011",2011-08-08,32,220,"Whidbey","5",0,0,0,1,1,"","Whidbey",3137
"Keystone","2011",2011-08-08,32,220,"Whidbey","4",0,0,0,1,1,"","Whidbey",3138
"Keystone","2011",2011-08-08,32,220,"Whidbey","9",0,0,2,0,2,"","Whidbey",3139
"Keystone","2011",2011-08-08,32,220,"Whidbey","1",0,1,0,0,1,"","Whidbey",3140
"Keystone","2011",2011-08-15,33,227,"Whidbey","1",0,0,0,1,1,"","Whidbey",3141
"Keystone","2011",2011-08-15,33,227,"Whidbey","9",0,0,1,0,1,"","Whidbey",3142
"Keystone","2011",2011-08-22,34,234,"Whidbey","5",0,0,0,1,1,"","Whidbey",3143
"Keystone","2012",2012-06-27,26,179,"Whidbey","1",0,1,0,0,1,"","Whidbey",3144
"Keystone","2012",2012-07-04,27,186,"Whidbey","2",0,1,1,0,2,"","Whidbey",3145
"Keystone","2012",2012-07-04,27,186,"Whidbey","1",0,1,0,1,2,"","Whidbey",3146
"Keystone","2012",2012-07-04,27,186,"Whidbey","4",0,0,1,0,1,"","Whidbey",3147
"Keystone","2012",2012-07-04,27,186,"Whidbey","3",0,0,1,0,1,"","Whidbey",3148
"Keystone","2012",2012-07-13,28,195,"Whidbey","2",0,1,4,0,5,"","Whidbey",3149
"Keystone","2012",2012-07-13,28,195,"Whidbey","1",1,0,0,0,0,"","Whidbey",3150
"Keystone","2012",2012-07-13,28,195,"Whidbey","3",0,0,1,0,1,"","Whidbey",3151
"Keystone","2012",2012-07-13,28,195,"Whidbey","5",0,0,1,0,1,"","Whidbey",3152
"Keystone","2012",2012-07-13,28,195,"Whidbey","4",0,2,1,0,3,"","Whidbey",3153
"Keystone","2012",2012-07-19,29,201,"Whidbey","2",0,3,0,0,3,"","Whidbey",3154
"Keystone","2012",2012-07-19,29,201,"Whidbey","4",0,1,0,0,1,"","Whidbey",3155
"Keystone","2012",2012-07-19,29,201,"Whidbey","6",0,1,1,0,2,"","Whidbey",3156
"Keystone","2012",2012-07-19,29,201,"Whidbey","7",0,2,0,0,2,"","Whidbey",3157
"Keystone","2012",2012-07-19,29,201,"Whidbey","5",0,2,1,0,3,"","Whidbey",3158
"Keystone","2012",2012-07-19,29,201,"Whidbey","3",0,1,1,1,3,"","Whidbey",3159
"Keystone","2012",2012-07-25,30,207,"Whidbey","5",0,0,1,1,2,"","Whidbey",3160
"Keystone","2012",2012-07-25,30,207,"Whidbey","7",0,1,0,0,1,"","Whidbey",3161
"Keystone","2012",2012-07-25,30,207,"Whidbey","6",0,1,0,1,2,"","Whidbey",3162
"Keystone","2012",2012-07-25,30,207,"Whidbey","2",0,1,0,1,2,"","Whidbey",3163
"Keystone","2012",2012-08-01,31,214,"Whidbey","1",0,1,0,0,1,"","Whidbey",3164
"Keystone","2012",2012-08-01,31,214,"Whidbey","3",0,0,0,1,1,"","Whidbey",3165
"Keystone","2012",2012-08-08,32,221,"Whidbey","1",0,1,0,0,1,"","Whidbey",3166
"Keystone","2012",2012-08-08,32,221,"Whidbey","3",0,0,1,0,1,"","Whidbey",3167
"Keystone","2012",2012-08-15,33,228,"Whidbey","7",0,1,0,0,1,"","Whidbey",3168
"Keystone","2013",2013-06-26,26,177,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",3169
"Keystone","2013",2013-07-03,27,184,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",3170
"Keystone","2013",2013-07-11,28,192,"Whidbey","2",0,0,1,0,1,"","Whidbey",3171
"Keystone","2013",2013-07-11,28,192,"Whidbey","1",0,1,0,1,2,"","Whidbey",3172
"Keystone","2013",2013-07-11,28,192,"Whidbey","3",0,1,0,0,1,"","Whidbey",3173
"Keystone","2013",2013-07-18,29,199,"Whidbey","5",0,1,0,0,1,"","Whidbey",3174
"Keystone","2013",2013-07-18,29,199,"Whidbey","4",0,2,0,1,3,"","Whidbey",3175
"Keystone","2013",2013-07-26,30,207,"Whidbey","4",0,1,1,0,2,"","Whidbey",3176
"Keystone","2013",2013-07-26,30,207,"Whidbey","2",0,1,0,1,2,"","Whidbey",3177
"Keystone","2013",2013-07-26,30,207,"Whidbey","3",0,1,0,1,2,"","Whidbey",3178
