"site","year","date","week","yday","region.x","burrow_name","burrow_visit","Gunnel","Sculpin","Other","tot_prey","intern_data","region.y","id"
"Harrington South","2013",2013-07-01,27,182,"Whidbey","3",1,0,0,0,0,"","Whidbey",2648
"Harrington South","2013",2013-07-07,27,188,"Whidbey","25",0,0,1,0,1,"","Whidbey",2649
"Harrington South","2013",2013-07-15,29,196,"Whidbey","25",0,1,1,0,2,"","Whidbey",2650
"Harrington South","2013",2013-07-22,30,203,"Whidbey","6A",0,3,1,0,4,"","Whidbey",2651
"Harrington South","2013",2013-07-22,30,203,"Whidbey","25",0,1,2,0,3,"","Whidbey",2652
"Harrington South","2013",2013-07-29,31,210,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2653
"Harrington South","2013",2013-08-05,32,217,"Whidbey","25",0,0,3,0,3,"","Whidbey",2654
"Harrington South","2013",2013-08-12,33,224,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2655
"Harrington South","2013",2013-08-19,34,231,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2656
"Harrington South","2014",2014-06-18,25,169,"Whidbey","7",1,0,0,0,0,"","Whidbey",2657
"Harrington South","2014",2014-06-18,25,169,"Whidbey","6",1,0,0,0,0,"","Whidbey",2658
"Harrington South","2014",2014-06-23,26,174,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2659
"Harrington South","2014",2014-07-01,27,182,"Whidbey","8",2,0,0,2,2,"","Whidbey",2660
"Harrington South","2014",2014-07-07,28,188,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2661
"Harrington South","2014",2014-07-13,28,194,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2662
"Harrington South","2014",2014-07-22,30,203,"Whidbey","8",0,0,1,0,1,"","Whidbey",2663
"Harrington South","2014",2014-07-28,31,209,"Whidbey","8",4,0,1,0,1,"","Whidbey",2664
"Harrington South","2014",2014-07-28,31,209,"Whidbey","7",1,0,0,0,0,"","Whidbey",2665
"Harrington South","2014",2014-07-28,31,209,"Whidbey","5",2,0,0,0,0,"","Whidbey",2666
"Harrington South","2014",2014-07-28,31,209,"Whidbey","4",1,0,0,0,0,"","Whidbey",2667
"Harrington South","2014",2014-07-28,31,209,"Whidbey","1",1,0,0,0,0,"","Whidbey",2668
"Harrington South","2014",2014-08-04,32,216,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2669
"Harrington South","2014",2014-08-12,33,224,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2670
"Harrington South","2015",2015-06-25,26,176,"Whidbey","2",1,0,0,0,0,"","Whidbey",2671
"Harrington South","2015",2015-07-01,27,182,"Whidbey","2",1,0,0,0,0,"","Whidbey",2672
"Harrington South","2015",2015-07-01,27,182,"Whidbey","9",1,0,0,0,0,"","Whidbey",2673
"Harrington South","2015",2015-07-01,27,182,"Whidbey","8",1,0,0,0,0,"","Whidbey",2674
"Harrington South","2015",2015-07-06,28,187,"Whidbey","10",1,0,0,0,0,"","Whidbey",2675
"Harrington South","2015",2015-07-06,28,187,"Whidbey","2",1,0,0,0,0,"","Whidbey",2676
"Harrington South","2015",2015-07-06,28,187,"Whidbey","7",1,0,0,0,0,"","Whidbey",2677
"Harrington South","2015",2015-07-06,28,187,"Whidbey","1",1,0,0,0,0,"","Whidbey",2678
"Harrington South","2015",2015-07-06,28,187,"Whidbey","8",1,0,0,0,0,"","Whidbey",2679
"Harrington South","2015",2015-07-13,29,194,"Whidbey","8",0,1,1,0,2,"","Whidbey",2680
"Harrington South","2015",2015-07-19,29,200,"Whidbey","8",0,1,0,1,2,"","Whidbey",2681
"Harrington South","2015",2015-07-27,31,208,"Whidbey","8",0,2,0,0,2,"","Whidbey",2682
"Harrington South","2015",2015-08-03,32,215,"Whidbey","8",1,0,0,0,0,"","Whidbey",2683
"Harrington South","2015",2015-08-13,33,225,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2684
"Harrington South","2015",2015-08-18,34,230,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2685
"Harrington South","2016",2016-06-07,23,159,"Whidbey","2",1,0,0,0,0,"","Whidbey",2686
"Harrington South","2016",2016-06-07,23,159,"Whidbey","1",1,0,0,0,0,"","Whidbey",2687
"Harrington South","2016",2016-06-12,23,164,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2688
"Harrington South","2016",2016-06-17,24,169,"Whidbey","3",1,0,0,0,0,"","Whidbey",2689
"Harrington South","2016",2016-06-28,26,180,"Whidbey","3",1,0,0,0,0,"","Whidbey",2690
"Harrington South","2016",2016-07-05,27,187,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2691
"Harrington South","2016",2016-07-12,28,194,"Whidbey","3",1,0,0,0,0,"","Whidbey",2692
"Harrington South","2016",2016-07-19,29,201,"Whidbey","3",0,1,0,0,1,"","Whidbey",2693
"Harrington South","2016",2016-07-28,30,210,"Whidbey","1",0,1,1,0,2,"","Whidbey",2694
"Harrington South","2016",2016-08-05,31,218,"Whidbey","1",0,0,0,1,1,"","Whidbey",2695
"Harrington South","2016",2016-08-05,31,218,"Whidbey","3",0,0,0,1,1,"","Whidbey",2696
"Harrington South","2016",2016-08-15,33,228,"Whidbey","3",0,0,1,0,1,"","Whidbey",2697
"Harrington South","2016",2016-08-22,34,235,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2698
"Harrington South","2017",2017-06-13,24,164,"Whidbey","1",1,0,0,0,0,"","Whidbey",2699
"Harrington South","2017",2017-06-13,24,164,"Whidbey","2",2,0,0,0,0,"","Whidbey",2700
"Harrington South","2017",2017-06-19,25,170,"Whidbey","4",1,0,0,0,0,"","Whidbey",2701
"Harrington South","2017",2017-06-19,25,170,"Whidbey","3",1,0,0,0,0,"","Whidbey",2702
"Harrington South","2017",2017-06-19,25,170,"Whidbey","2",1,0,0,0,0,"","Whidbey",2703
"Harrington South","2017",2017-06-27,26,178,"Whidbey","3",1,0,0,0,0,"","Whidbey",2704
"Harrington South","2017",2017-07-03,27,184,"Whidbey","2",0,4,0,1,5,"","Whidbey",2705
"Harrington South","2017",2017-07-11,28,192,"Whidbey","4",9,1,0,1,2,"","Whidbey",2706
"Harrington South","2017",2017-07-19,29,200,"Whidbey","2",0,2,0,2,4,"","Whidbey",2707
"Harrington South","2017",2017-07-19,29,200,"Whidbey","4",0,2,0,0,2,"","Whidbey",2708
"Harrington South","2017",2017-07-25,30,206,"Whidbey","4",0,0,0,2,2,"","Whidbey",2709
"Harrington South","2017",2017-07-25,30,206,"Whidbey","2",0,0,0,1,1,"","Whidbey",2710
"Harrington South","2017",2017-08-01,31,213,"Whidbey","2",0,2,0,0,2,"","Whidbey",2711
"Harrington South","2017",2017-08-08,32,220,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2712
"Harrington South","2017",2017-08-15,33,227,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2713
"Harstine Pointe Lagoon",NA,2006-06-11,23,162,NA,NA,NA,NA,NA,NA,NA,NA,"SS",2714
"Hastie Lake","2008",2008-06-29,26,181,"Whidbey","1",0,1,0,0,1,"","Whidbey",2715
"Hastie Lake","2008",2008-07-06,27,188,"Whidbey","3",2,0,0,0,0,"","Whidbey",2716
"Hastie Lake","2008",2008-07-06,27,188,"Whidbey","2",0,1,0,0,1,"","Whidbey",2717
"Hastie Lake","2008",2008-07-12,28,194,"Whidbey","2",1,0,0,0,0,"","Whidbey",2718
"Hastie Lake","2008",2008-07-16,29,198,"Whidbey","2",1,0,0,0,0,"","Whidbey",2719
"Hastie Lake","2008",2008-07-23,30,205,"Whidbey","2",1,0,1,0,1,"","Whidbey",2720
"Hastie Lake","2008",2008-07-30,31,212,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2721
"Hastie Lake","2008",2008-08-06,32,219,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2722
"Hastie Lake","2009",2009-06-30,27,181,"Whidbey","4",1,0,0,0,0,"","Whidbey",2723
"Hastie Lake","2009",2009-06-30,27,181,"Whidbey","3",1,0,0,0,0,"","Whidbey",2724
"Hastie Lake","2009",2009-06-30,27,181,"Whidbey","1",1,0,0,0,0,"","Whidbey",2725
"Hastie Lake","2009",2009-06-30,27,181,"Whidbey","2",1,0,0,0,0,"","Whidbey",2726
"Hastie Lake","2009",2009-06-30,27,181,"Whidbey","5",1,0,0,0,0,"","Whidbey",2727
"Hastie Lake","2009",2009-07-08,28,189,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2728
"Hastie Lake","2009",2009-07-16,29,197,"Whidbey","6",1,0,0,0,0,"","Whidbey",2729
"Hastie Lake","2009",2009-07-16,29,197,"Whidbey","5",0,1,0,0,1,"","Whidbey",2730
"Hastie Lake","2009",2009-07-21,30,202,"Whidbey","6",0,1,0,0,1,"","Whidbey",2731
"Hastie Lake","2009",2009-07-29,31,210,"Whidbey","8",4,0,0,0,0,"","Whidbey",2732
"Hastie Lake","2009",2009-07-29,31,210,"Whidbey","6",3,0,0,0,0,"","Whidbey",2733
"Hastie Lake","2009",2009-07-29,31,210,"Whidbey","7",2,0,0,0,0,"","Whidbey",2734
"Hastie Lake","2009",2009-08-03,32,215,"Whidbey","9",1,0,0,0,0,"","Whidbey",2735
"Hastie Lake","2009",2009-08-15,33,227,"Whidbey","9",1,0,0,0,0,"","Whidbey",2736
"Hastie Lake","2010",2010-06-24,25,175,"Whidbey","1",2,0,0,0,0,"","Whidbey",2737
"Hastie Lake","2010",2010-07-08,27,189,"Whidbey","1",2,2,0,0,2,"","Whidbey",2738
"Hastie Lake","2010",2010-07-08,27,189,"Whidbey","N1",0,0,0,3,3,"","Whidbey",2739
"Hastie Lake","2010",2010-07-08,27,189,"Whidbey","1",0,0,0,1,1,"","Whidbey",2740
"Hastie Lake","2010",2010-07-15,28,196,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2741
"Hastie Lake","2010",2010-07-22,29,203,"Whidbey","2",1,0,0,0,0,"","Whidbey",2742
"Hastie Lake","2010",2010-07-22,29,203,"Whidbey","3",2,0,0,0,0,"","Whidbey",2743
"Hastie Lake","2010",2010-07-22,29,203,"Whidbey","4",0,1,0,0,1,"","Whidbey",2744
"Hastie Lake","2010",2010-07-29,30,210,"Whidbey","5",1,0,0,1,1,"","Whidbey",2745
"Hastie Lake","2010",2010-08-05,31,217,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2746
"Hastie Lake","2010",2010-08-07,31,219,"Whidbey","N1",0,0,0,1,1,"",NA,2747
"Hastie Lake","2010",2010-08-07,31,219,"Whidbey","4",0,0,1,0,1,"",NA,2748
"Hastie Lake","2010",2010-08-07,31,219,"Whidbey","S2",0,1,0,0,1,"",NA,2749
"Hastie Lake","2010",2010-08-07,31,219,"Whidbey","2",0,0,0,2,2,"",NA,2750
"Hastie Lake","2010",2010-08-12,32,224,"Whidbey","2",1,0,0,0,0,"","Whidbey",2751
"Hastie Lake","2010",2010-08-12,32,224,"Whidbey","1A",0,0,1,0,1,"","Whidbey",2752
"Hastie Lake","2010",2010-08-14,32,226,"Whidbey","1",0,0,0,1,1,"",NA,2753
"Hastie Lake","2010",2010-08-14,32,226,"Whidbey","N1",0,0,0,3,3,"",NA,2754
"Hastie Lake","2010",2010-08-19,33,231,"Whidbey","1A",0,0,1,0,1,"","Whidbey",2755
"Hastie Lake","2010",2010-08-26,34,238,"Whidbey","1A",0,2,0,0,2,"","Whidbey",2756
"Hastie Lake","2011",2011-06-30,26,181,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2757
"Hastie Lake","2011",2011-07-07,27,188,"Whidbey","1",1,0,0,0,0,"","Whidbey",2758
"Hastie Lake","2011",2011-07-14,28,195,"Whidbey","2",0,2,0,0,2,"","Whidbey",2759
"Hastie Lake","2011",2011-07-21,29,202,"Whidbey","2",0,1,0,1,2,"","Whidbey",2760
"Hastie Lake","2011",2011-07-21,29,202,"Whidbey","1",0,1,0,1,2,"","Whidbey",2761
"Hastie Lake","2011",2011-07-28,30,209,"Whidbey","1",0,2,0,1,3,"","Whidbey",2762
"Hastie Lake","2011",2011-07-28,30,209,"Whidbey","2",0,4,0,1,5,"","Whidbey",2763
"Hastie Lake","2011",2011-08-04,31,216,"Whidbey","2",0,1,1,0,2,"","Whidbey",2764
"Hastie Lake","2011",2011-08-04,31,216,"Whidbey","1",0,1,2,0,3,"","Whidbey",2765
"Hastie Lake","2011",2011-08-10,32,222,"Whidbey","1",0,1,0,0,1,"",NA,2766
"Hastie Lake","2011",2011-08-11,32,223,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2767
"Hastie Lake","2011",2011-08-18,33,230,"Whidbey","1",0,0,1,0,1,"","Whidbey",2768
"Hastie Lake","2011",2011-08-25,34,237,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2769
"Hastie Lake","2012",2012-06-27,26,179,"Whidbey","1",1,0,0,0,0,"","Whidbey",2770
"Hastie Lake","2012",2012-06-27,26,179,"Whidbey","3",2,0,0,0,0,"","Whidbey",2771
"Hastie Lake","2012",2012-06-27,26,179,"Whidbey","2",1,0,0,0,0,"","Whidbey",2772
"Hastie Lake","2012",2012-07-05,27,187,"Whidbey","3",0,0,0,1,1,"","Whidbey",2773
"Hastie Lake","2012",2012-07-05,27,187,"Whidbey","4",0,0,1,0,1,"","Whidbey",2774
"Hastie Lake","2012",2012-07-05,27,187,"Whidbey","2",0,0,2,0,2,"","Whidbey",2775
"Hastie Lake","2012",2012-07-12,28,194,"Whidbey","2",0,0,1,0,1,"","Whidbey",2776
"Hastie Lake","2012",2012-07-12,28,194,"Whidbey","4",0,1,0,0,1,"","Whidbey",2777
"Hastie Lake","2012",2012-07-19,29,201,"Whidbey","2",0,1,0,1,2,"","Whidbey",2778
"Hastie Lake","2012",2012-07-19,29,201,"Whidbey","5",0,1,0,1,2,"","Whidbey",2779
"Hastie Lake","2012",2012-07-19,29,201,"Whidbey","4",0,2,0,0,2,"","Whidbey",2780
"Hastie Lake","2012",2012-07-26,30,208,"Whidbey","2",1,0,0,0,0,"","Whidbey",2781
"Hastie Lake","2012",2012-07-26,30,208,"Whidbey","5",0,2,0,0,2,"","Whidbey",2782
"Hastie Lake","2012",2012-08-02,31,215,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2783
"Hastie Lake","2012",2012-08-09,32,222,"Whidbey","5",0,0,0,2,2,"","Whidbey",2784
"Hastie Lake","2012",2012-08-16,33,229,"Whidbey","5",0,0,2,0,2,"","Whidbey",2785
"Hastie Lake","2012",2012-08-30,35,243,"Whidbey","5",0,2,0,0,2,"","Whidbey",2786
"Hastie Lake","2012",2012-09-06,36,250,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2787
"Hastie Lake","2013",2013-06-30,26,181,"Whidbey","1",0,1,0,0,1,"","Whidbey",2788
"Hastie Lake","2013",2013-07-03,27,184,"Whidbey","1",0,0,0,1,1,"","Whidbey",2789
"Hastie Lake","2013",2013-07-03,27,184,"Whidbey","4",0,0,0,1,1,"","Whidbey",2790
"Hastie Lake","2013",2013-07-03,27,184,"Whidbey","2",1,0,0,0,0,"","Whidbey",2791
"Hastie Lake","2013",2013-07-03,27,184,"Whidbey","3",1,0,0,0,0,"","Whidbey",2792
"Hastie Lake","2013",2013-07-11,28,192,"Whidbey","6",0,1,0,0,1,"","Whidbey",2793
"Hastie Lake","2013",2013-07-11,28,192,"Whidbey","3",3,0,0,0,0,"","Whidbey",2794
"Hastie Lake","2013",2013-07-11,28,192,"Whidbey","1",3,0,1,0,1,"","Whidbey",2795
"Hastie Lake","2013",2013-07-11,28,192,"Whidbey","2",4,0,0,0,0,"","Whidbey",2796
"Hastie Lake","2013",2013-07-11,28,192,"Whidbey","5",2,0,0,0,0,"","Whidbey",2797
"Hastie Lake","2013",2013-07-18,29,199,"Whidbey","5",0,1,0,0,1,"","Whidbey",2798
"Hastie Lake","2013",2013-07-18,29,199,"Whidbey","2",1,0,0,0,0,"","Whidbey",2799
"Hastie Lake","2013",2013-07-18,29,199,"Whidbey","6",1,0,0,0,0,"","Whidbey",2800
"Hastie Lake","2013",2013-07-18,29,199,"Whidbey","1",0,0,0,1,1,"","Whidbey",2801
"Hastie Lake","2013",2013-07-25,30,206,"Whidbey","5",0,1,1,0,2,"","Whidbey",2802
"Hastie Lake","2013",2013-07-25,30,206,"Whidbey","3",0,0,0,1,1,"","Whidbey",2803
"Hastie Lake","2013",2013-08-01,31,213,"Whidbey","5",1,1,1,0,2,"","Whidbey",2804
"Hastie Lake","2013",2013-08-01,31,213,"Whidbey","7",0,1,1,0,2,"","Whidbey",2805
"Hastie Lake","2013",2013-08-14,33,226,"Whidbey","8",0,1,0,0,1,"","Whidbey",2806
"Hastie Lake","2013",2013-08-14,33,226,"Whidbey","7",0,4,0,1,5,"","Whidbey",2807
"Hastie Lake","2013",2013-08-14,33,226,"Whidbey","6",0,0,0,1,1,"","Whidbey",2808
"Hastie Lake","2013",2013-08-22,34,234,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2809
"Hastie Lake","2013",2013-08-29,35,241,"Whidbey","8",0,3,0,0,3,"","Whidbey",2810
"Hastie Lake","2014",2014-06-18,25,169,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2811
"Hastie Lake","2014",2014-06-26,26,177,"Whidbey","3",0,1,0,0,1,"","Whidbey",2812
"Hastie Lake","2014",2014-07-03,27,184,"Whidbey","3",0,1,0,0,1,"","Whidbey",2813
"Hastie Lake","2014",2014-07-03,27,184,"Whidbey","2",0,1,0,0,1,"","Whidbey",2814
"Hastie Lake","2014",2014-07-09,28,190,"Whidbey","5",0,0,0,1,1,"","Whidbey",2815
"Hastie Lake","2014",2014-07-09,28,190,"Whidbey","3",0,2,0,0,2,"","Whidbey",2816
"Hastie Lake","2014",2014-07-09,28,190,"Whidbey","4",2,0,0,0,0,"","Whidbey",2817
"Hastie Lake","2014",2014-07-09,28,190,"Whidbey","8",1,0,0,0,0,"","Whidbey",2818
"Hastie Lake","2014",2014-07-09,28,190,"Whidbey","6",1,0,0,0,0,"","Whidbey",2819
"Hastie Lake","2014",2014-07-09,28,190,"Whidbey","7",0,0,2,0,2,"","Whidbey",2820
"Hastie Lake","2014",2014-07-17,29,198,"Whidbey","10",0,0,0,1,1,"","Whidbey",2821
"Hastie Lake","2014",2014-07-17,29,198,"Whidbey","5",0,0,2,0,2,"","Whidbey",2822
"Hastie Lake","2014",2014-07-17,29,198,"Whidbey","9",2,0,0,2,2,"","Whidbey",2823
"Hastie Lake","2014",2014-07-17,29,198,"Whidbey","4",1,0,0,3,3,"","Whidbey",2824
"Hastie Lake","2014",2014-07-17,29,198,"Whidbey","6",2,1,0,0,1,"","Whidbey",2825
"Hastie Lake","2014",2014-07-17,29,198,"Whidbey","3",1,0,1,0,1,"","Whidbey",2826
"Hastie Lake","2014",2014-07-25,30,206,"Whidbey","9",0,0,2,0,2,"","Whidbey",2827
"Hastie Lake","2014",2014-07-25,30,206,"Whidbey","3",0,0,1,0,1,"","Whidbey",2828
"Hastie Lake","2014",2014-07-25,30,206,"Whidbey","11",0,1,0,1,2,"","Whidbey",2829
"Hastie Lake","2014",2014-07-25,30,206,"Whidbey","10",0,1,0,1,2,"","Whidbey",2830
"Hastie Lake","2014",2014-07-25,30,206,"Whidbey","5",0,0,1,0,1,"","Whidbey",2831
"Hastie Lake","2014",2014-07-25,30,206,"Whidbey","6",0,0,1,0,1,"","Whidbey",2832
"Hastie Lake","2014",2014-07-25,30,206,"Whidbey","4",0,0,2,0,2,"","Whidbey",2833
"Hastie Lake","2014",2014-07-31,31,212,"Whidbey","11",1,0,5,0,5,"","Whidbey",2834
"Hastie Lake","2014",2014-07-31,31,212,"Whidbey","9",0,1,0,0,1,"","Whidbey",2835
"Hastie Lake","2014",2014-07-31,31,212,"Whidbey","6",0,0,1,0,1,"","Whidbey",2836
"Hastie Lake","2014",2014-08-05,32,217,"Whidbey","6",0,0,1,0,1,"","Whidbey",2837
"Hastie Lake","2014",2014-08-05,32,217,"Whidbey","5",0,0,1,0,1,"","Whidbey",2838
"Hastie Lake","2014",2014-08-05,32,217,"Whidbey","9",0,0,1,0,1,"","Whidbey",2839
"Hastie Lake","2014",2014-08-05,32,217,"Whidbey","11",0,0,1,0,1,"","Whidbey",2840
"Hastie Lake","2014",2014-08-16,33,228,"Whidbey","6",0,1,0,0,1,"","Whidbey",2841
"Hastie Lake","2014",2014-08-16,33,228,"Whidbey","9",2,0,0,0,0,"","Whidbey",2842
"Hastie Lake","2014",2014-08-21,34,233,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2843
"Hastie Lake","2014",2014-08-28,35,240,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2844
"Hastie Lake North","2012",2012-06-26,26,178,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2845
"Hastie Lake North","2012",2012-07-03,27,185,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2846
"Hastie Lake North","2012",2012-07-09,28,191,"Whidbey","1",1,0,0,0,0,"","Whidbey",2847
"Hastie Lake North","2012",2012-07-09,28,191,"Whidbey","2",1,0,0,0,0,"","Whidbey",2848
"Hastie Lake North","2012",2012-07-17,29,199,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2849
"Hastie Lake North","2012",2012-07-24,30,206,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2850
"Hastie Lake North","2012",2012-07-31,31,213,"Whidbey","1",0,1,0,0,1,"","Whidbey",2851
"Hastie Lake North","2012",2012-08-07,32,220,"Whidbey","2",3,0,0,0,0,"","Whidbey",2852
"Hastie Lake North","2012",2012-08-07,32,220,"Whidbey","4",1,1,0,0,1,"","Whidbey",2853
"Hastie Lake North","2012",2012-08-07,32,220,"Whidbey","3",4,1,0,0,1,"","Whidbey",2854
"Hastie Lake North","2013",2013-06-26,26,177,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2855
"Hastie Lake North","2013",2013-07-03,27,184,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2856
"Hastie Lake North","2013",2013-07-10,28,191,"Whidbey","3",0,1,0,0,1,"","Whidbey",2857
"Hastie Lake North","2013",2013-07-10,28,191,"Whidbey","1",1,0,0,0,0,"","Whidbey",2858
"Hastie Lake North","2013",2013-07-10,28,191,"Whidbey","2",1,0,0,0,0,"","Whidbey",2859
"Hastie Lake North","2013",2013-07-17,29,198,"Whidbey","1",1,0,0,0,0,"","Whidbey",2860
"Hastie Lake North","2013",2013-07-24,30,205,"Whidbey","2",0,1,0,0,1,"","Whidbey",2861
"Hastie Lake North","2013",2013-07-24,30,205,"Whidbey","1",0,2,0,0,2,"","Whidbey",2862
"Hastie Lake North","2013",2013-07-31,31,212,"Whidbey","1",1,0,0,0,0,"","Whidbey",2863
"Hastie Lake North","2013",2013-08-07,32,219,"Whidbey","2",0,0,1,0,1,"","Whidbey",2864
"Hastie Lake North","2013",2013-08-07,32,219,"Whidbey","1",0,2,0,0,2,"","Whidbey",2865
"Hastie Lake North","2013",2013-08-21,34,233,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2866
"Hastie Lake North","2013",2013-08-28,35,240,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2867
"Hastie Lake North","2014",2014-06-18,25,169,"Whidbey","3",1,0,0,0,0,"","Whidbey",2868
"Hastie Lake North","2014",2014-06-18,25,169,"Whidbey","1",1,0,0,0,0,"","Whidbey",2869
"Hastie Lake North","2014",2014-06-18,25,169,"Whidbey","2",1,0,0,0,0,"","Whidbey",2870
"Hastie Lake North","2014",2014-06-25,26,176,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2871
"Hastie Lake North","2014",2014-07-02,27,183,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2872
"Hastie Lake North","2014",2014-07-09,28,190,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2873
"Hastie Lake North","2014",2014-07-16,29,197,"Whidbey","1",4,0,0,0,0,"","Whidbey",2874
"Hastie Lake North","2014",2014-07-16,29,197,"Whidbey","2",3,0,0,0,0,"","Whidbey",2875
"Hastie Lake North","2014",2014-07-23,30,204,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2876
"Hastie Lake North","2014",2014-07-30,31,211,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2877
"Hastie Lake North","2014",2014-08-06,32,218,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2878
"Hastie Lake South","2015",2015-06-26,26,177,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2879
"Hastie Lake South","2015",2015-07-03,27,184,"Whidbey","7",0,0,1,0,1,"","Whidbey",2880
"Hastie Lake South","2015",2015-07-03,27,184,"Whidbey","1",0,1,0,0,1,"","Whidbey",2881
"Hastie Lake South","2015",2015-07-03,27,184,"Whidbey","6",0,1,0,0,1,"","Whidbey",2882
"Hastie Lake South","2015",2015-07-10,28,191,"Whidbey","2",1,0,0,0,0,"","Whidbey",2883
"Hastie Lake South","2015",2015-07-10,28,191,"Whidbey","8",1,0,0,0,0,"","Whidbey",2884
"Hastie Lake South","2015",2015-07-10,28,191,"Whidbey","6",0,1,0,0,1,"","Whidbey",2885
"Hastie Lake South","2015",2015-07-18,29,199,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2886
"Hastie Lake South","2015",2015-07-22,30,203,"Whidbey","7",0,0,2,0,2,"","Whidbey",2887
"Hastie Lake South","2015",2015-07-22,30,203,"Whidbey","4",0,0,0,1,1,"","Whidbey",2888
"Hastie Lake South","2015",2015-07-22,30,203,"Whidbey","3",0,1,0,0,1,"","Whidbey",2889
"Hastie Lake South","2015",2015-07-29,31,210,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2890
"Hastie Lake South","2015",2015-08-05,32,217,"Whidbey","8",1,0,0,0,0,"","Whidbey",2891
"Hastie Lake South","2015",2015-08-05,32,217,"Whidbey","4",2,5,0,0,5,"","Whidbey",2892
"Hastie Lake South","2015",2015-08-11,33,223,"Whidbey","5",0,1,0,0,1,"","Whidbey",2893
"Hastie Lake South","2015",2015-08-11,33,223,"Whidbey","4",0,0,1,0,1,"","Whidbey",2894
"Hastie Lake South","2015",2015-08-18,34,230,"Whidbey","4",0,2,1,0,3,"","Whidbey",2895
"Hastie Lake South","2015",2015-08-25,35,237,"Whidbey","5",0,2,0,0,2,"","Whidbey",2896
"Hastie Lake South","2015",2015-09-01,36,244,"Whidbey","5",0,1,1,0,2,"","Whidbey",2897
"Hastie Lake South","2015",2015-09-08,37,251,"Whidbey","5",0,2,0,0,2,"","Whidbey",2898
"Hastie Lake South","2015",2015-09-14,38,257,"Whidbey","5",0,0,1,0,1,"","Whidbey",2899
"Hastie Lake South","2016",2016-06-07,23,159,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2900
"Hastie Lake South","2016",2016-06-14,24,166,NA,NA,NA,NA,NA,NA,NA,NA,"Whidbey",2901
"Hastie Lake South","2016",2016-06-21,25,173,"Whidbey","2",2,0,0,0,0,"","Whidbey",2902
"Hastie Lake South","2016",2016-06-28,26,180,"Whidbey","7",1,0,0,0,0,"","Whidbey",2903
"Hastie Lake South","2016",2016-06-28,26,180,"Whidbey","6",1,0,0,0,0,"","Whidbey",2904
"Hastie Lake South","2016",2016-06-28,26,180,"Whidbey","1",0,1,1,0,2,"","Whidbey",2905
"Hastie Lake South","2016",2016-06-28,26,180,"Whidbey","2",3,0,0,0,0,"","Whidbey",2906
"Hastie Lake South","2016",2016-06-28,26,180,"Whidbey","8",1,0,0,0,0,"","Whidbey",2907
