site,date,start_time,end_time,PG_count,burrow_count,burrow_visit,intern_data,qaqc
Cliffside,6/28/11,7:40,8:40,23,3,3,,
Cliffside,7/6/11,8:05,9:05,18,5,5,,
Cliffside,7/12/11,8:30,9:30,23,,,,
Cliffside,7/18/11,8:10,9:10,15,5,,,
Cliffside,7/29/11,8:00,9:00,5,5,,,
Cliffside,8/3/11,8:00,9:00,33,7,8,,
Cliffside,8/11/11,7:45,9:00,12,7,,,
Cliffside,8/15/11,8:00,9:00,22,7,2,,
Crescent Harbor,6/29/11,7:50,9:00,15,,,,
Crescent Harbor,7/5/11,7:20,8:30,12,,,,
Crescent Harbor,7/12/11,7:30,8:30,4,0,,,
Double Bluff South,6/27/11,8:30,9:30,12,,,,
Double Bluff South,7/4/11,8:15,9:15,17,2,,,
Double Bluff South,7/12/11,8:25,9:25,15,2,,,
Double Bluff South,7/19/11,7:45,8:45,18,2,,,
Double Bluff South,7/25/11,7:45,8:45,10,2,,,
Double Bluff South,8/2/11,8:10,9:10,13,2,2,,
Double Bluff South,8/12/11,8:00,9:00,18,2,,,
Double Bluff North,7/1/11,8:25,9:35,14,2,1,,
Double Bluff North,7/7/11,8:28,940,90,11,17,,
Double Bluff North,7/14/11,8:25,9:38,64,19,6,,
Double Bluff North,7/21/11,8:20,9:25,87,23,1,,
Double Bluff North,7/28/11,8:25,9:33,78,24,,,
Double Bluff North,8/4/11,8:35,9:48,89,26,22,,
Double Bluff North,8/11/11,8:05,9:20,44,27,1,,
Double Bluff North,8/18/11,8:15,9:20,101,28,10,,
Double Bluff North,8/25/11,8:15,9:18,10,28,,,
Double Bluff North,9/1/11,8:25,9:25,5,28,,,
Forbes Point,6/27/11,7:30,8:30,14,,,,
Forbes Point,7/4/11,7:05,8:05,27,4,6,,
Forbes Point,7/11/11,7:00,8:00,11,4,,,
Forbes Point,7/19/11,7:08,9:08,27,7,11,,
Forbes Point,7/25/11,8:03,9:03,27,7,,,
Forbes Point,8/1/11,7:04,8:04,31,8,6,,
Forbes Point,8/10/11,7:05,8:05,33,8,,,
Forbes Point,8/16/11,7:10,8:10,28,8,1,,
Forbes Point,8/23/11,7:38,8:38,7,8,,,
Fort Casey,6/25/11,8:40,9:40,50,1,1,,
Fort Casey,7/2/11,8:40,9:45,46,2,,,
Fort Casey,7/12/11,8:05,9:05,55,2,,,
Fort Casey,7/19/11,8:40,9:40,60,5,3,,
Fort Casey,7/23/11,8:45,9:45,40,5,2,,
Fort Casey,7/30/11,8:40,9:45,25,6,,,
Fort Casey,8/6/11,8:40,9:50,40,6,,,
Fort Casey,8/17/11,8:35,9:35,45,6,,,
Fort Casey,8/21/11,8:40,9:40,32,6,,,
Fort Casey,8/30/11,8:45,9:45,5,6,,,
Harrington North,7/1/11,8:25,9:25,9,1,,,
Harrington North,7/8/11,8:00,9:00,18,2,1,,
Harrington North,7/12/11,8:28,9:28,15,3,,,
Harrington North,7/21/11,7:55,8:55,22,4,,,
Harrington North,7/28/11,8:15,9:15,25,4,,,
Harrington North,8/3/11,7:30,8:30,17,4,,,
Harrington North,8/11/11,8:05,9:05,20,4,,,
Harrington South,6/29/11,8:05,9:05,14,1,,,
Harrington South,7/6/11,8:35,9:35,18,6,8,,
Harrington South,7/14/11,8:20,9:30,12,7,,,
Harrington South,7/21/11,7:15,8:45,19,7,,,
Harrington South,7/28/11,8:15,9:15,7,7,,,
Harrington South,8/4/11,8:25,9:25,14,7,,,
Harrington South,8/12/11,8:00,9:00,20,7,,,
Hastie Lake,6/30/11,8:40,9:50,33,,,,
Hastie Lake,7/7/11,8:40,9:55,22,1,1,,
Hastie Lake,7/14/11,8:40,10:10,35,2,,,
Hastie Lake,7/21/11,8:40,10:15,28,2,,,
Hastie Lake,7/28/11,8:30,10:15,20,2,,,
Hastie Lake,8/4/11,8:45,10:00,10,2,,,
Hastie Lake,8/11/11,7:55,9:50,30,2,,,
Hastie Lake,8/18/11,8:50,10:50,12,2,,,
Hastie Lake,8/25/11,8:30,9:30,0,2,,,
Keystone,6/26/11,8:25,9:25,25,1,1,,
Keystone,7/4/11,7:20,8:20,25,3,,,
Keystone,7/12/11,7:45,8:45,32,5,,,
Keystone,7/19/11,8:05,9:05,27,7,2,,
Keystone,7/27/11,8:10,9:13,32,8,,,
Keystone,8/1/11,8:35,9:25,32,9,,,
Keystone,8/8/11,8:37,9:40,31,10,,,
Keystone,8/15/11,8:22,9:30,45,10,1,,
Keystone,8/22/11,8:19,8:25,27,10,,,
Lagoon North #1,6/29/11,7:40,8:45,53,3,6,,
Lagoon North #1,7/17/11,7:45,10:15,54,7,4,,
Lagoon North #1,7/26/11,,,49,7,16,,
Lagoon North #1,8/1/11,7:50,9:15,49,7,22,,
Lagoon North #1,8/7/11,,,52,7,16,,
Lagoon North #1,8/12/11,7:40,10:30,53,7,19,,
Lagoon North #1,8/29/11,8:10,9:30,47,,,,
Lagoon North #2,6/28/11,8:25,9:40,10,1,1,,
Lagoon North #2,7/9/11,8:30,9:35,7,1,,,
Lagoon North #2,7/13/11,8:35,9:45,15,3,3,,
Lagoon North #2,7/19/11,8:45,9:50,11,3,,,
Lagoon North #2,7/25/11,8:05,9:05,11,3,3,,
Lagoon North #2,8/1/11,8:07,9:07,11,3,,,
Lagoon North #2,8/10/11,8:45,9:50,16,3,2,,
Lagoon North #2,8/16/11,8:45,9:50,11,3,,,
Lagoon North #3,6/28/11,9:20,10:20,8,,,,
Lagoon North #3,7/5/11,9:20,10:20,3,,,,
Lagoon North #3,7/12/11,9:07,10:10,20,3,4,,
Lagoon North #3,7/19/11,9:00,10:05,24,5,6,,
Lagoon North #3,7/26/11,8:55,10:05,29,5,20,,
Lagoon North #3,8/3/11,9:00,10:05,28,5,3,,
Lagoon North #3,8/10/11,9:00,10:10,,,,,
Lagoon North #3,8/16/11,9:00,10:05,18,5,,,
Lagoon South,6/28/11,8:30,10:15,13,,,,
Lagoon South,7/5/11,8:30,10:20,33,9,6,,
Lagoon South,7/12/11,8:45,10:15,13,12,5,,
Lagoon South,7/19/11,8:45,10:20,35,13,25,,
Lagoon South,7/26/11,8:45,10:20,37,15,1,,
Lagoon South,8/2/11,8:40,10:10,33,17,13,,
Lagoon South,8/9/11,8:45,10:00,25,17,2,,
Lagoon South,8/16/11,8:45,9:45,50,17,2,,
Lagoon South,8/23/11,8:45,9:35,3,18,,,
Lagoon South,8/30/11,8:45,9:45,2,,,,
Ledgewood,6/23/11,6:05,7:00,38,1,1,,
Ledgewood,7/1/11,8:10,9:20,40,2,5,,
Ledgewood,7/9/10,7:00,8:00,33,2,1,,
Ledgewood,7/14/11,7:30,8:52,30,2,4,,
Ledgewood,7/20/11,8:30,9:30,38,2,2,,
Ledgewood,7/28/11,7:03,8:03,20,2,,,
Ledgewood,8/6/11,7:45,8:45,33,2,,,
Ledgewood,8/11/11,7:45,8:45,46,,,,
Limpet Lane,7/1/11,8:30,9:30,19,,,,
Limpet Lane,7/8/11,8:35,9:35,25,,,,
Limpet Lane,7/13/11,7:50,8:50,15,2,,,
Limpet Lane,7/22/11,8:45,9:45,23,2,,,
Limpet Lane,8/5/11,7:45,8:45,21,5,,,
Limpet Lane,8/11/11,8:40,9:40,31,5,,,
Limpet Lane,8/17/11,8:20,9:20,32,6,,,
Limpet Lane,8/25/11,8:50,9:50,8,6,,,
Lake Hancock,7/1/11,8:25,9:25,76,3,4,,
Lake Hancock,7/8/11,7:35,8:35,86,5,5,,
Lake Hancock,7/15/11,8:15,9:15,63,7,6,,
Lake Hancock,7/22/11,7:05,8:10,85,9,1,,
Lake Hancock,7/29/11,7:40,8:50,83,11,10,,
Lake Hancock,8/6/11,7:20,8:25,81,12,5,,
Lake Hancock,8/10/11,8:02,9:02,34,12,,,
Lake Hancock,8/22/11,8:00,9:00,4,12,,,
Malmo Bluff,7/1/11,8:13,9:35,25,6,5,,
Malmo Bluff,7/7/11,8:12,9:40,38,10,6,,
Malmo Bluff,7/15/11,7:30,8:45,28,13,8,,
Malmo Bluff,7/20/11,9:00,"11""00",45,13,2,,
Malmo Bluff,7/28/11,8:55,10:25,13,13,2,,
Malmo Bluff,8/3/11,8:20,9:20,43,13,1,,
Malmo Bluff,8/11/11,8:45,10:15,37,13,,,
Malmo Bluff,8/18/11,8:45,9:45,35,13,,,
Maylor Point,6/27/11,8:45,10:10,5,3,2,,
Maylor Point,7/4/11,8:56,10:15,19,4,2,,
Maylor Point,7/11/11,,,12,4,1,,
Maylor Point,7/18/11,9:10,10:10,17,4,,,
Maylor Point,7/25/11,9:35,10:35,19,4,,,
Maylor Point,8/1/11,9:11,10:06,28,4,,,
Maylor Point,8/8/11,9:13,10:13,29,5,4,,
Maylor Point,8/16/11,8:57,10:10,9,5,,,
Maylor Point,8/22/11,9:17,10:17,4,,,,
Monroe Landing,7/1/11,8:00,9:00,4,,,,
Monroe Landing,7/8/11,7:30,8:30,9,,,,
Monroe Landing,7/15/11,7:50,8:50,9,1,,,
Monroe Landing,7/21/11,8:00,9:40,11,2,,,
Monroe Landing,8/4/11,8:00,9:00,6,2,,,
Monroe Landing,8/13/11,7:30,8:39,13,3,,,
Monroe Landing,8/17/11,7:30,8:30,7,3,5,,
Monroe Landing,8/24/11,8:00,9:00,12,3,,,
Mutiny Sands,6/28/11,8:50,10:05,9,2,2,,
Mutiny Sands,7/5/11,8:05,10:45,33,7,4,,
Mutiny Sands,7/12/11,8:45,10:00,7,9,,,
Mutiny Sands,7/21/11,8:15,9:50,40,10,4,,
Mutiny Sands,7/26/11,8:47,9:52,15,10,1,,
Mutiny Sands,8/1/11,8:45,9:50,17,11,2,,
Mutiny Sands,8/9/11,8:45,9:55,11,11,1,,
Mutiny Sands,8/16/11,8:50,9:50,33,11,,,
Mutiny Sands,8/23/11,8:50,9:50,0,11,,,
Possession Point,7/1/11,7:40,9:40,15,2,,,
Possession Point,7/3/11,8:24,9:24,15,2,2,,
Possession Point,7/10/11,8:25,9:25,25,4,1,,
Possession Point,7/17/11,8:24,9:25,16,4,,,
Possession Point,7/24/11,8:24,9:24,24,5,1,,
Possession Point,7/31/11,8:25,9:25,32,5,,,
Possession Point,8/6/11,8:25,9:25,29,6,2,,
Possession Point,8/14/11,8:30,9:30,21,6,,,
Pratts Bluff,7/1/11,8:45,9:45,18,4,4,,
Pratts Bluff,7/9/11,7:35,8:35,28,5,4,,
Pratts Bluff,7/15/11,8:00,9:00,23,8,10,,
Pratts Bluff,7/22/11,8:15,9:15,23,8,,,
Pratts Bluff,7/29/11,8:00,9:00,22,,23,,
Pratts Bluff,8/5/11,8:15,9:15,30,9,,,
Pratts Bluff,8/12/11,8:05,9:05,25,9,14,,
Pratts Bluff,8/19/11,8:10,8:45,7,9,,,
Rolling Hills #1,6/23/11,8:40,9:40,17,3,2,,
Rolling Hills #1,7/1/11,8:25,9:25,15,4,,,
Rolling Hills #1,7/8/11,8:40,10:00,30,8,1,,
Rolling Hills #1,7/15/11,8:20,9:20,20,8,2,,
Rolling Hills #1,7/22/11,7:55,8:55,45,12,6,,
Rolling Hills #1,7/29/11,8:30,9:30,18,12,,,
Rolling Hills #1,8/5/11,8:13,9:13,21,12,,,
Rolling Hills #1,8/12/11,,,26,12,,,
Rolling Hills #1,8/19/11,8:10,9:10,26,12,,,
Rolling Hills #2,7/2/11,7:00,9:00,42,1,,,
Rolling Hills #2,7/9/11,8:45,10:45,40,3,,,
Rolling Hills #2,7/17/11,8:00,9:45,14,5,1,,
Rolling Hills #2,7/24/11,7:00,8:15,39,5,,,
Rolling Hills #2,7/30/11,8:45,10:15,16,6,,,
Rolling Hills #2,8/6/11,7:35,8:35,45,6,,,
Rolling Hills #2,8/8/11,6:45,8:45,33,6,,,
Rolling Hills #2,8/13/11,6:55,9:30,52,,,,
Rolling Hills #2,8/21/11,7:45,9:30,20,6,,,
Shore Meadows,6/27/11,7:30,9:00,71,1,,,
Shore Meadows,7/3/11,7:30,9:00,38,4,,,
Shore Meadows,7/9/11,7:30,9:00,45,12,8,,
Shore Meadows,7/16/11,7:30,9:05,35,12,,,
Shore Meadows,7/30/11,7:45,,66,22,7,,
Shore Meadows,8/7/11,,,70,22,,,
Shore Meadows,8/14/11,7:30,9:15,67,22,,,
Swantown,6/29/11,8:24,9:24,18,,,,
Swantown,7/8/11,8:27,9:27,28,,,,
Swantown,7/13/11,8:38,9:38,27,1,,,
Swantown,7/19/11,8:50,9:55,20,1,,,
Swantown,7/27/11,8:30,,30,1,,,
Swantown,8/2/11,8:35,9:35,30,1,,,
Swantown,8/10/11,8:30,,5,1,,,
Swantown,8/15/11,8:30,9:45,16,2,,,
Swantown,8/24/11,8:28,9:28,14,2,,,
Swantown,8/31/11,,,19,2,,,
Cliffside,6/25/12,7:30,8:30,23,,,,
Cliffside,7/2/12,7:30,8:30,9,2,2,,
Cliffside,7/9/12,7:00,8:00,29,3,3,,
Cliffside,7/16/12,7:45,8:45,6,3,2,,
Cliffside,7/23/12,8:00,9:00,21,4,,,
Cliffside,7/31/12,7:20,8:20,1,4,,,
Cliffside,8/6/12,7:20,8:20,29,7,3,,
Cliffside,8/14/12,7:45,8:45,6,7,,,
Cliffside,8/21/12,7:30,8:30,11,7,,,
Cliffside,8/27/12,7:35,8:35,0,7,,,
Double Bluff South,7/9/12,7:15,8:15,8,2,3,,
Double Bluff South,7/16/12,8:00,9:00,6,2,,,
Double Bluff South,7/24/12,6:55,7:55,13,2,,,
Double Bluff South,8/3/12,8:15,9:15,3,2,,,
Double Bluff North,6/27/12,8:30,9:35,83,4,6,,
Double Bluff North,7/6/12,8:18,9:30,86,13,26,,
Double Bluff North,7/13/12,8:25,9:35,77,14,2,,
Double Bluff North,7/21/12,8:15,9:28,83,14,10,,
Double Bluff North,7/27/12,8:15,9:10,54,14,1,,
Double Bluff North,8/2/12,8:23,9:36,26,14,2,,
Double Bluff North,8/10/12,8:16,9:30,60,14,,,
Double Bluff North,8/16/12,8:12,9:12,22,15,,,
Double Bluff North,8/24/12,8:15,9:15,20,15,,,
Double Bluff North,8/31/12,8:15,9:18,5,15,,,
Forbes Point,6/26/12,7:25,9:00,24,3,6,,
Forbes Point,7/4/12,7:28,8:28,21,5,10,,
Forbes Point,7/10/12,7:30,8:50,32,5,1,,
Forbes Point,7/17/12,7:30,8:50,12,5,3,,
Forbes Point,7/24/12,7:27,8:50,29,6,,,
Forbes Point,7/30/12,7:35,8:45,13,6,1,,
Forbes Point,8/7/12,7:20,8:40,31,6,11,,
Forbes Point,8/14/12,7:30,8:30,4,6,,,
Forbes Point,8/20/12,7:30,8:30,20,6,,,
Fort Casey North,6/25/12,8:30,9:30,35,1,,,
Fort Casey North,7/4/12,8:45,9:45,39,2,1,,
Fort Casey North,7/14/12,8:20,8:40,31,7,8,,
Fort Casey North,7/21/12,8:55,9:55,61,9,3,,
Fort Casey North,7/27/12,8:50,9:50,48,10,1,,
Fort Casey North,8/5/12,8:55,9:55,50,10,,,
Harrington North,6/27/12,8:08,9:08,12,3,2,,
Harrington North,7/5/12,6:20,7:20,28,5,,,
Harrington North,7/11/12,7:35,8:35,26,5,,,
Harrington North,7/19/12,8:00,9:00,23,5,,,
Harrington North,7/25/12,7:00,8:00,27,5,1,,
Harrington North,8/1/12,6:50,7:50,22,5,,,
Harrington North,8/7/12,8:15,9:15,13,5,,,
Harrington South,6/24/12,8:55,9:55,17,5,8,,
Harrington South,7/3/12,8:40,9:40,9,6,1,,
Harrington South,7/10/12,8:50,9:50,11,6,1,,
Harrington South,7/16/12,7:20,8:20,17,6,,,
Harrington South,7/21/12,9:00,10:00,24,6,,,
Harrington South,7/30/12,8:15,9:15,8,6,,,
Harrington South,8/6/12,8:45,9:45,28,6,,,
Harrington South,8/14/12,8:35,9:35,8,6,,,
Harrington South,8/20/12,8:35,9:35,12,6,,,
Hastie Lake South,6/27/12,8:15,9:40,22,3,4,,
Hastie Lake South,7/5/12,8:15,9:45,28,4,,,
Hastie Lake South,7/12/12,8:30,9:40,15,4,2,,
Hastie Lake South,7/19/12,8:35,9:45,11,5,,,
Hastie Lake South,7/26/12,8:30,10:15,14,5,1,,
Hastie Lake South,8/2/12,8:40,10:00,15,5,,,
Hastie Lake South,8/9/12,8:30,9:40,14,5,,,
Hastie Lake South,8/16/12,8:30,9:40,4,5,,,
Hastie Lake South,8/30/12,8:45,9:45,1,5,,,
Hastie Lake South,9/6/12,8:30,9:30,0,5,,,
Hastie Lake North,6/26/12,7:45,8:45,12,,,,
Hastie Lake North,7/3/12,7:45,8:45,6,,,,
Hastie Lake North,7/9/12,7:45,8:45,15,2,2,,
Hastie Lake North,7/17/12,7:45,8:45,13,2,,,
Hastie Lake North,7/24/12,6:45,7:45,19,2,,,
Hastie Lake North,7/31/12,7:50,8:50,8,2,,,
Hastie Lake North,8/7/12,7:45,8:45,24,4,8,,
Keystone,6/27/12,8:45,9:05,53,1,,,
Keystone,7/4/12,7:56,8:50,52,4,,,
Keystone,7/13/12,8:00,9:00,52,5,1,,
Keystone,7/19/12,8:00,9:00,58,7,,,
Keystone,7/25/12,8:00,9:00,53,7,,,
Keystone,8/1/12,8:28,9:28,30,7,,,
Keystone,8/8/12,8:55,9:55,37,7,,,
Keystone,8/15/12,7:49,8:50,25,7,,,
Lagoon North #1,6/28/12,8:05,,31,2,2,,
Lagoon North #1,7/6/12,8:53,10:15,46,4,6,,
Lagoon North #1,7/13/12,8:05,9:30,63,5,4,,
Lagoon North #1,7/20/12,8:50,9:25,61,,,,
Lagoon North #1,7/27/12,8:05,,51,5,3,,
Lagoon North #1,8/10/12,8:00,10:00,82,,,,
Lagoon North #1,8/6/12,8:04,10:10,61,,16,,
Lagoon North #1,8/17/12,8:00,9:05,54,,,,
Lagoon North #2,6/29/12,8:45,10:00,9,2,1,,
Lagoon North #2,7/6/12,8:30,9:45,14,2,2,,
Lagoon North #2,7/13/12,8:30,9:30,10,2,,,
Lagoon North #2,7/17/12,8:15,9:15,11,2,,,
Lagoon North #2,7/27/12,8:30,9:45,9,2,1,,
Lagoon North #2,8/3/12,8:40,9:45,7,2,,,
Lagoon North #2,8/10/12,8:30,9:45,7,2,,,
Lagoon North #2,8/17/12,8:40,9:40,10,2,,,
Lagoon North #3,6/24/12,7:45,Aug-45,26,5,43,,
Lagoon North #3,7/4/12,7:45,9:00,34,5,17,,
Lagoon North #3,7/10/12,7:45,8:45,25,5,2,,
Lagoon North #3,7/17/12,7:45,8:45,25,5,1,,
Lagoon North #3,7/24/12,7:30,8:30,15,5,1,,
Lagoon North #3,7/31/12,7:30,8:30,16,5,9,,
Lagoon North #3,8/7/12,7:25,8:25,14,5,,,
Lagoon North #3,8/14/12,7:20,8:20,15,5,,,
Lagoon South,6/28/12,8:20,10:15,31,1,1,,
Lagoon South,7/4/12,8:35,10:20,26,7,5,,
Lagoon South,7/19/12,8:40,10:15,34,13,7,,
Lagoon South,7/12/12,8:30,10:15,32,,8,,
Lagoon South,7/26/12,8:45,10:10,46,19,20,,
Lagoon South,8/2/12,8:40,10:15,39,19,61,,
Lagoon South,8/9/12,8:40,10:15,48,19,6,,
Lagoon South,8/16/12,8:40,9:50,12,19,,,
Lagoon South,8/23/12,8:40,9:50,18,19,,,
Lake Hancock,6/27/12,7:45,8:45,66,16,36,,
Lake Hancock,7/4/12,7:45,8:45,76,18,9,,
Lake Hancock,7/9/12,6:05,7:05,63,19,6,,
Lake Hancock,7/21/12,7:50,8:50,76,25,50,,
Lake Hancock,7/26/12,6:50,7:50,85,25,17,,
Lake Hancock,8/2/12,7:30,8:30,85,26,29,,
Lake Hancock,8/9/12,7:30,8:30,88,26,10,,
Lake Hancock,8/16/12,7:30,8:30,89,27,21,,
Lake Hancock,8/24/12,7:30,8:30,16,27,,,
Lake Hancock,9/1/12,7:30,8:30,0,27,,,
Ledgewood,6/29/12,7:50,8:50,17,3,3,,
Ledgewood,7/4/12,7:50,8:59,35,6,14,,
Ledgewood,7/13/12,7:50,8:50,41,7,6,,
Ledgewood,7/17/12,8:05,9:15,42,9,20,,
Ledgewood,7/26/12,7:50,8:50,41,9,1,,
Ledgewood,7/30/12,7:45,8:45,41,9,1,,
Ledgewood,8/11/12,8:05,9:10,29,9,3,,
Ledgewood,8/17/12,8:00,9:00,39,9,,,
Ledgewood,8/22/12,8:50,10:00,21,9,,,
Ledgewood,9/1/12,8:35,9:40,16,9,,,
Ledgewood,9/7/12,8:10,9:15,5,9,,,
Ledgewood,9/16/12,8:00,9:00,0,9,,,
Limpet Lane,6/28/12,8:55,9:55,13,,,,
Limpet Lane,7/6/12,8:45,9:55,24,2,7,,
Limpet Lane,7/13/12,9:00,10:00,17,2,1,,
Limpet Lane,7/16/12,9:00,10:00,9,2,1,,
Limpet Lane,7/27/12,8:45,9:45,25,4,2,,
Limpet Lane,8/3/12,8:55,,18,4,3,,
Limpet Lane,8/7/12,9:00,10:00,26,8,,,
Limpet Lane,8/10/12,,,20,8,,,
Limpet Lane,8/30/12,8:55,10:00,3,8,,,
Malmo Bluff,6/27/12,8:55,9:55,31,3,,,
Malmo Bluff,7/5/12,8:50,9:55,50,10,8,,
Malmo Bluff,7/12/12,8:35,9:45,21,11,,,
Malmo Bluff,7/18/12,8:50,9:55,25,11,,,
Malmo Bluff,7/24/12,8:30,9:35,43,11,,,
Malmo Bluff,8/2/12,8:35,9:40,36,11,,,
Malmo Bluff,8/12/12,8:15,,20,11,,,
Malmo Bluff,8/25/12,8:45,9:45,0,,,,
Monroe Landing,6/26/12,8:29,9:29,7,1,1,,
Monroe Landing,7/4/12,8:40,9:40,6,1,,,
Monroe Landing,7/11/12,8:35,9:35,8,1,,,
Monroe Landing,7/18/12,8:35,9:35,6,1,,,
Monroe Landing,7/24/12,8:25,9:25,13,1,,,
Monroe Landing,7/31/12,7:55,8:55,4,1,,,
Monroe Landing,8/7/12,7:35,8:35,11,1,,,
Monroe Landing,8/14/12,8:45,9:45,13,1,,,
Monroe Landing,8/21/12,8:00,9:00,15,1,,,
Monroe Landing,8/28/12,7:45,8:45,0,1,,,
Mutiny Sands,6/28/12,8:45,9:45,18,3,3,,
Mutiny Sands,7/1/12,8:30,9:30,15,3,,,
Mutiny Sands,7/12/12,8:45,9:45,25,7,11,,
Mutiny Sands,7/16/12,7:40,8:35,18,8,,,
Mutiny Sands,7/23/12,8:41,9:41,31,11,12,,
Mutiny Sands,7/30/12,8:45,9:45,13,11,,,
Mutiny Sands,8/5/12,8:40,9:40,37,11,5,,
Mutiny Sands,8/20/12,8:18,9:18,22,11,,,
Mutiny Sands,8/27/12,8:15,9:00,0,,,,
Pratts Bluff,6/27/12,8:00,9:00,25,7,16,,
Pratts Bluff,7/4/12,7:50,8:55,24,8,3,,
Pratts Bluff,7/11/12,7:45,8:45,21,9,,,
Pratts Bluff,7/21/12,7:50,8:50,28,11,3,,
Pratts Bluff,8/1/12,7:45,8:45,25,11,1,,
Pratts Bluff,8/7/12,7:55,,14,11,,,
Pratts Bluff,8/15/12,7:45,8:45,11,,,,
Possession Point,6/29/12,7:50,8:50,28,4,4,,
Possession Point,7/6/12,7:42,8:42,29,6,1,,
Possession Point,7/15/12,7:39,8:39,20,6,1,,
Possession Point,7/22/12,7:43,8:43,30,6,10,,
Possession Point,7/31/12,7:40,8:44,18,7,,,
Possession Point,8/5/12,7:00,8:45,36,7,1,,
Possession Point,8/20/12,7:31,8:35,10,,,,
Rolling Hills #1,6/26/12,8:18,9:18,26,5,1,,
Rolling Hills #1,7/3/12,8:00,9:00,23,8,,,
Rolling Hills #1,7/10/12,7:30,8:30,41,13,16,,
Rolling Hills #1,7/18/12,7:15,8:15,28,13,,,
Rolling Hills #1,7/24/12,8:00,9:00,33,14,1,,
Rolling Hills #1,7/31/12,8:00,9:00,11,14,,,
Rolling Hills #1,8/7/12,8:12,9:12,45,14,9,,
Rolling Hills #1,8/14/12,8:10,9:10,25,14,,,
Rolling Hills #1,8/21/12,8:00,9:00,10,,,,
Rolling Hills #2,6/26/12,8:35,9:45,35,1,,,
Rolling Hills #2,7/2/12,8:05,9:45,32,1,,,
Rolling Hills #2,7/9/12,8:25,9:50,47,2,2,,
Rolling Hills #2,7/16/12,8:06,9:13,25,2,,,
Rolling Hills #2,7/26/12,7:45,9:05,36,2,,,
Rolling Hills #2,7/30/12,7:25,8:00,33,2,,,
Rolling Hills #2,8/6/12,7:00,8:12,48,2,,,
Rolling Hills #2,8/13/12,7:00,9:15,48,2,,,
Shore Meadows,7/1/12,7:45,9:15,64,4,2,,
Shore Meadows,7/8/12,7:30,9:00,52,4,,,
Shore Meadows,7/15/12,7:30,9:00,47,8,,,
Shore Meadows,7/22/12,7:30,9:00,62,11,,,
Shore Meadows,7/29/12,7:30,9:00,62,12,,,
Shore Meadows,8/5/12,7:30,9:00,78,14,,,
Shore Meadows,8/12/12,7:00,8:15,37,14,,,
Shore Meadows,8/19/12,8:00,9:00,55,14,,,
Shore Meadows,8/26/12,8:00,9:00,47,14,,,
Swantown,6/28/12,8:10,9:10,31,,,,
Swantown,7/5/12,8:45,9:45,9,,,,
Swantown,7/12/12,8:15,9:15,12,1,,,
Swantown,7/19/12,8:10,9:10,19,2,,,
Swantown,7/27/12,8:07,9:10,21,2,,,
Swantown,8/3/12,8:15,9:15,18,2,,,
Swantown,8/9/12,8:15,9:15,18,3,,,
Swantown,8/16/12,8:15,9:15,8,3,,,
Swantown,8/24/12,7:45,8:45,0,,,,
Cliffside,6/25/13,7:30,8:30,15,1,2,,
Cliffside,7/2/13,7:45,8:45,14,1,1,,
Cliffside,7/10/13,7:10,8:10,7,1,1,,
Cliffside,7/15/13,7:10,8:10,17,3,3,,
Cliffside,7/22/13,7:20,8:20,7,6,4,,
Cliffside,7/29/13,7:30,8:30,21,6,8,,
Cliffside,8/9/13,7:45,8:45,26,8,7,,
Cliffside,8/12/13,7:30,8:30,29,9,7,,
Cliffside,8/19/13,7:40,8:40,11,9,2,,
Cliffside,8/26/13,7:30,8:30,14,9,1,,
Coupeville Wharf,6/24/13,7:30,8:30,6,1,1,,
Coupeville Wharf,7/2/13,8:00,9:00,9,1,,,
Coupeville Wharf,7/10/13,7:55,8:55,8,4,9,,
Coupeville Wharf,7/16/13,8:10,9:10,11,4,5,,
Coupeville Wharf,7/25/13,8:15,9:15,11,4,2,,
Coupeville Wharf,7/30/13,7:45,8:45,15,4,1,,
Coupeville Wharf,8/6/13,8:00,9:00,12,4,,,
Coupeville Wharf,8/12/13,7:45,8:45,10,4,,,
Coupeville Wharf,8/19/13,7:45,8:45,5,4,,,
Double Bluff North,6/26/13,8:30,9:39,45,3,3,,
Double Bluff North,7/3/13,8:20,9:30,61,14,11,,
Double Bluff North,7/10/13,8:20,9:26,45,19,7,,
Double Bluff North,7/17/13,8:15,9:20,40,20,3,,
Double Bluff North,7/24/13,8:24,9:25,42,20,21,,
Double Bluff North,7/31/13,8:10,9:15,40,21,4,,
Double Bluff North,8/7/13,8:10,9:15,61,21,1,,
Double Bluff North,8/14/13,8:10,9:20,42,21,,,
Double Bluff North,8/21/13,8:19,9:20,13,21,,,
Double Bluff South,6/27/13,9:00,10:00,9,2,3,,
Double Bluff South,7/4/13,8:58,9:58,20,2,,,
Double Bluff South,7/11/13,8:23,9:23,18,2,,,
Double Bluff South,7/19/13,8:11,9:11,20,3,1,,
Double Bluff South,7/24/13,8:19,9:19,8,3,4,,
Double Bluff South,7/31/13,8:30,9:30,19,3,,,
Double Bluff South,8/8/13,8:00,9:00,5,3,,,
Forbes Point,6/28/13,7:17,8:18,15,1,1,,
Forbes Point,7/5/13,7:41,8:41,8,2,1,,
Forbes Point,7/10/13,7:28,8:28,19,3,,,
Forbes Point,7/18/13,7:15,8:15,11,3,,,
Forbes Point,7/24/13,7:20,8:20,23,3,3,,
Forbes Point,7/31/13,7:20,8:20,17,3,,,
