Site,Date,Count,Count type,Comment,QAQC,,,,,,,,,,,,,,,,,,,,
Young's Cove B,8/24/2015,1,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,8/24/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove B,8/24/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,6/8/2015,4,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,6/8/2015,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,6/8/2015,4,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,6/18/2015,2,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,6/18/2015,7,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,6/18/2015,2,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,6/24/2015,7,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,6/24/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,6/24/2015,6,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/2/2015,2,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/2/2015,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/2/2015,4,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/11/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/11/2015,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/11/2015,1,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/16/2015,10,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/16/2015,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/16/2015,4,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/25/2015,2,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/25/2015,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/25/2015,5,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/30/2015,3,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/30/2015,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,7/30/2015,7,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,8/6/2015,4,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,8/6/2015,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,8/6/2015,6,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,8/11/2015,3,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,8/11/2015,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,8/11/2015,3,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,8/19/2015,3,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,8/19/2015,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove C,8/19/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,6/8/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,6/8/2015,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,6/8/2015,6,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,6/17/2015,7,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,6/17/2015,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,6/17/2015,2,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,6/22/2015,2,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,6/22/2015,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,6/22/2015,4,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,6/29/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,6/29/2015,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,6/29/2015,2,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,7/6/2015,1,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,7/6/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,7/6/2015,3,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,7/13/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,7/13/2015,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,7/13/2015,1,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,7/20/2015,3,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,7/20/2015,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,7/20/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,7/27/2015,3,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,7/27/2015,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,7/27/2015,3,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,8/7/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,8/7/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,8/7/2015,1,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,8/10/2015,1,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,8/10/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,8/10/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,8/19/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,8/19/2015,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,8/19/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,8/24/2015,1,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,8/24/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove D,8/24/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,6/19/2015,1,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,6/19/2015,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,6/19/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,6/23/2015,3,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,6/23/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,6/23/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,6/29/2015,1,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,6/29/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,6/29/2015,1,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,7/13/2015,1,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,7/13/2015,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,7/13/2015,3,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,7/20/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,7/20/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,7/20/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,7/27/2015,2,Start,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,7/27/2015,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Young's Cove F,7/27/2015,2,End,,,,,,,,,,,,,,,,,,,,,,
Zangle A,6/11/2015,4,Start,,,,,,,,,,,,,,,,,,,,,,
Zangle A,6/11/2015,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Zangle A,6/11/2015,5,End,,,,,,,,,,,,,,,,,,,,,,
Zangle A,6/14/2015,2,Start,,,,,,,,,,,,,,,,,,,,,,
Zangle A,6/14/2015,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Zangle A,6/14/2015,2,End,,,,,,,,,,,,,,,,,,,,,,
Zangle A,6/25/2015,7,Start,,,,,,,,,,,,,,,,,,,,,,
Zangle A,6/25/2015,7,Middle,,,,,,,,,,,,,,,,,,,,,,
Zangle A,6/25/2015,6,End,,,,,,,,,,,,,,,,,,,,,,
Zangle A,7/1/2015,4,Start,,,,,,,,,,,,,,,,,,,,,,
Zangle A,7/1/2015,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Zangle A,7/1/2015,2,End,,,,,,,,,,,,,,,,,,,,,,
Zangle A,7/9/2015,6,Start,,,,,,,,,,,,,,,,,,,,,,
Zangle A,7/9/2015,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Zangle A,7/9/2015,5,End,,,,,,,,,,,,,,,,,,,,,,
Zangle A,7/14/2015,3,Start,,,,,,,,,,,,,,,,,,,,,,
Zangle A,7/14/2015,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Zangle A,7/14/2015,4,End,,,,,,,,,,,,,,,,,,,,,,
Zangle A,7/24/2015,8,Start,,,,,,,,,,,,,,,,,,,,,,
Zangle A,7/24/2015,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Zangle A,7/24/2015,7,End,,,,,,,,,,,,,,,,,,,,,,
Zangle A,7/30/2015,2,Start,,,,,,,,,,,,,,,,,,,,,,
Zangle A,7/30/2015,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Zangle A,7/30/2015,8,End,,,,,,,,,,,,,,,,,,,,,,
Zangle A,8/7/2015,1,Start,,,,,,,,,,,,,,,,,,,,,,
Zangle A,8/7/2015,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Zangle A,8/7/2015,5,End,,,,,,,,,,,,,,,,,,,,,,
Zangle A,8/12/2015,4,Start,,,,,,,,,,,,,,,,,,,,,,
Zangle A,8/12/2015,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Zangle A,8/12/2015,4,End,,,,,,,,,,,,,,,,,,,,,,
Zangle A,8/22/2015,2,Start,,,,,,,,,,,,,,,,,,,,,,
Zangle A,8/22/2015,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Zangle A,8/22/2015,2,End,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,6/7/2015,5,Start,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,6/7/2015,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,6/7/2015,3,End,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,6/25/2015,5,Start,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,6/25/2015,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,6/25/2015,5,End,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,6/29/2015,3,Start,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,6/29/2015,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,6/29/2015,4,End,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,7/5/2015,0,Start,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,7/5/2015,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,7/5/2015,0,End,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,7/16/2015,2,Start,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,7/16/2015,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,7/16/2015,2,End,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,7/20/2015,3,Start,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,7/20/2015,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,7/20/2015,5,End,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,7/27/2015,3,Start,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,7/27/2015,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,7/27/2015,6,End,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,8/2/2015,5,Start,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,8/2/2015,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,8/2/2015,5,End,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,8/11/2015,3,Start,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,8/11/2015,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,8/11/2015,6,End,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,8/17/2015,3,Start,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,8/17/2015,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Zittel's Marina,8/17/2015,4,End,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,6/8/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,6/8/2016,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,6/8/2016,3,End,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,6/15/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,6/15/2016,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,6/15/2016,11,End,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,6/22/2016,8,Start,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,6/22/2016,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,6/22/2016,9,End,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,6/28/2016,10,Start,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,6/28/2016,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,6/28/2016,11,End,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,7/6/2016,3,Start,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,7/6/2016,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,7/6/2016,6,End,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,7/20/2016,1,Start,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,7/20/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,7/20/2016,3,End,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,7/27/2018,13,Start,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,7/27/2018,13,Middle,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,7/27/2018,10,End,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,8/3/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,8/3/2016,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,8/3/2016,3,End,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,8/10/2016,6,Start,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,8/10/2016,16,Middle,,,,,,,,,,,,,,,,,,,,,,
Beachcrest,8/10/2016,9,End,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,6/12/2016,9,Start,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,6/12/2016,7,Middle,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,6/12/2016,7,End,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,6/15/2016,2,Start,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,6/15/2016,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,6/15/2016,3,End,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,6/24/2016,5,Start,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,6/24/2016,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,6/24/2016,7,End,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,6/28/2016,12,Start,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,6/28/2016,10,Middle,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,6/28/2016,10,End,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,7/5/2016,2,Start,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,7/5/2016,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,7/5/2016,4,End,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,7/12/2016,4,Start,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,7/12/2016,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,7/12/2016,5,End,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,7/19/2016,6,Start,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,7/19/2016,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,7/19/2016,6,End,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,7/29/2016,4,Start,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,7/29/2016,7,Middle,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,7/29/2016,6,End,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,8/2/2016,1,Start,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,8/2/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,8/2/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,8/12/2016,7,Start,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,8/12/2016,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Big Fish Trap,8/12/2016,1,End,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,6/11/2016,23,Start,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,6/11/2016,12,Middle,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,6/11/2016,17,End,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,6/18/2016,6,Start,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,6/18/2016,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,6/18/2016,7,End,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,6/25/2016,21,Start,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,6/25/2016,20,Middle,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,6/25/2016,19,End,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,7/2/2016,13,Start,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,7/2/2016,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,7/2/2016,10,End,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,7/9/2016,24,Start,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,7/9/2016,14,Middle,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,7/9/2016,17,End,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,7/27/2016,13,Start,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,7/27/2016,11,Middle,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,7/27/2016,12,End,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,8/8/2016,9,Start,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,8/8/2016,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,8/8/2016,7,End,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,8/17/2016,4,Start,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,8/17/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,8/17/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,8/31/2016,1,Start,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,8/31/2016,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Briscoe Point,8/31/2016,1,End,,,,,,,,,,,,,,,,,,,,,,
Burfoot,6/7/2016,12,Start,,,,,,,,,,,,,,,,,,,,,,
Burfoot,6/7/2016,13,Middle,,,,,,,,,,,,,,,,,,,,,,
Burfoot,6/7/2016,13,End,,,,,,,,,,,,,,,,,,,,,,
Burfoot,6/14/2016,9,Start,,,,,,,,,,,,,,,,,,,,,,
Burfoot,6/14/2016,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Burfoot,6/14/2016,8,End,,,,,,,,,,,,,,,,,,,,,,
Burfoot,6/21/2016,8,Start,,,,,,,,,,,,,,,,,,,,,,
Burfoot,6/21/2016,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Burfoot,6/21/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Burfoot,6/28/2016,8,Start,,,,,,,,,,,,,,,,,,,,,,
Burfoot,6/28/2016,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Burfoot,6/28/2016,9,End,,,,,,,,,,,,,,,,,,,,,,
Burfoot,7/5/2016,10,Start,,,,,,,,,,,,,,,,,,,,,,
Burfoot,7/5/2016,11,Middle,,,,,,,,,,,,,,,,,,,,,,
Burfoot,7/5/2016,11,End,,,,,,,,,,,,,,,,,,,,,,
Burfoot,7/12/2016,6,Start,,,,,,,,,,,,,,,,,,,,,,
Burfoot,7/12/2016,9,Middle,,,,,,,,,,,,,,,,,,,,,,
Burfoot,7/12/2016,12,End,,,,,,,,,,,,,,,,,,,,,,
Burfoot,7/19/2016,9,Start,,,,,,,,,,,,,,,,,,,,,,
Burfoot,7/19/2016,7,Middle,,,,,,,,,,,,,,,,,,,,,,
Burfoot,7/19/2016,7,End,,,,,,,,,,,,,,,,,,,,,,
Burfoot,7/26/2016,4,Start,,,,,,,,,,,,,,,,,,,,,,
Burfoot,7/26/2016,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Burfoot,7/26/2016,11,End,,,,,,,,,,,,,,,,,,,,,,
Burfoot,8/2/2016,0,Start,,,,,,,,,,,,,,,,,,,,,,
Burfoot,8/2/2016,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Burfoot,8/2/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Burfoot,8/9/2016,1,Start,,,,,,,,,,,,,,,,,,,,,,
Burfoot,8/9/2016,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Burfoot,8/9/2016,1,End,,,,,,,,,,,,,,,,,,,,,,
Butterball South,6/11/2016,6,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball South,6/11/2016,7,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball South,6/11/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Butterball South,6/17/2016,3,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball South,6/17/2016,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball South,6/17/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Butterball South,6/25/2016,4,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball South,6/25/2016,9,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball South,6/25/2016,6,End,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/1/2016,3,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/1/2016,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/1/2016,6,End,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/9/2016,7,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/9/2016,13,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/9/2016,10,End,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/15/2016,8,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/15/2016,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/15/2016,7,End,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/23/2016,8,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/23/2016,13,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/23/2016,10,End,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/29/2016,16,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/29/2016,16,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/29/2016,19,End,,,,,,,,,,,,,,,,,,,,,,
Butterball South,8/4/2016,15,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball South,8/4/2016,16,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball South,8/4/2016,9,End,,,,,,,,,,,,,,,,,,,,,,
Butterball South,8/13/2016,10,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball South,8/13/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball South,8/13/2016,8,End,,,,,,,,,,,,,,,,,,,,,,
Butterball South,8/19/2016,5,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball South,8/19/2016,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball South,8/19/2016,11,End,,,,,,,,,,,,,,,,,,,,,,
Butterball South,8/27/2016,2,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball South,8/27/2016,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball South,8/27/2016,1,End,,,,,,,,,,,,,,,,,,,,,,
Butterball South,9/2/2016,1,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball South,9/2/2016,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball South,9/2/2016,3,End,,,,,,,,,,,,,,,,,,,,,,
Butterball South,9/9/2016,4,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball South,9/9/2016,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball South,9/9/2016,10,End,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,6/7/2016,6,Start,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,6/7/2016,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,6/7/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,6/15/2016,5,Start,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,6/15/2016,9,Middle,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,6/15/2016,7,End,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,6/21/2016,13,Start,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,6/21/2016,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,6/21/2016,7,End,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,6/29/2016,4,Start,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,6/29/2016,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,6/29/2016,1,End,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,7/13/2016,14,Start,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,7/13/2016,10,Middle,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,7/13/2016,14,End,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,7/21/2016,14,Start,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,7/21/2016,11,Middle,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,7/21/2016,7,End,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,7/28/2016,10,Start,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,7/28/2016,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,7/28/2016,2,End,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,8/5/2016,4,Start,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,8/5/2016,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,8/5/2016,10,End,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,8/11/2016,3,Start,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,8/11/2016,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,8/11/2016,0,End,,,,,,,,,,,,,,,,,,,,,,
Cole Point East,8/16/2016,4,Start,,,,,,,,,,,,,,,,,,,,,,
