Site,Date,Count,Count type,Comment,QAQC,,,,,,,,,,,,,,,,,,,,
Butterball North,6/11/2017,10,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball North,6/11/2017,0,End,,,,,,,,,,,,,,,,,,,,,,
Butterball North,6/14/2017,6,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball North,6/14/2017,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball North,6/14/2017,11,End,,,,,,,,,,,,,,,,,,,,,,
Butterball North,6/16/2017,15,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball North,6/16/2017,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball North,6/16/2017,6,End,,,,,,,,,,,,,,,,,,,,,,
Butterball North,6/21/2017,4,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball North,6/21/2017,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball North,6/21/2017,7,End,,,,,,,,,,,,,,,,,,,,,,
Butterball North,6/29/2017,4,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball North,6/29/2017,9,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball North,6/29/2017,6,End,,,,,,,,,,,,,,,,,,,,,,
Butterball North,7/2/2017,7,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball North,7/2/2017,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball North,7/2/2017,8,End,,,,,,,,,,,,,,,,,,,,,,
Butterball North,7/5/2017,5,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball North,7/5/2017,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball North,7/5/2017,1,End,,,,,,,,,,,,,,,,,,,,,,
Butterball North,7/9/2017,6,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball North,7/9/2017,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball North,7/9/2017,4,End,,,,,,,,,,,,,,,,,,,,,,
Butterball North,7/12/2017,3,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball North,7/12/2017,10,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball North,7/12/2017,5,End,,,,,,,,,,,,,,,,,,,,,,
Butterball North,7/15/2017,8,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball North,7/15/2017,10,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball North,7/15/2017,5,End,,,,,,,,,,,,,,,,,,,,,,
Butterball North,7/19/2017,0,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball North,7/19/2017,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball North,7/19/2017,9,End,,,,,,,,,,,,,,,,,,,,,,
Butterball North,7/26/2017,3,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball North,7/26/2017,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball North,7/26/2017,1,End,,,,,,,,,,,,,,,,,,,,,,
Butterball North,7/30/2017,3,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball North,7/30/2017,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball North,7/30/2017,5,End,,,,,,,,,,,,,,,,,,,,,,
Butterball North,8/2/2017,7,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball North,8/2/2017,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball North,8/2/2017,6,End,,,,,,,,,,,,,,,,,,,,,,
Butterball North,8/8/2017,4,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball North,8/8/2017,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball North,8/8/2017,1,End,,,,,,,,,,,,,,,,,,,,,,
Butterball North,8/10/2017,8,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball North,8/10/2017,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball North,8/10/2017,6,End,,,,,,,,,,,,,,,,,,,,,,
Butterball North,8/14/2017,3,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball North,8/14/2017,7,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball North,8/14/2017,5,End,,,,,,,,,,,,,,,,,,,,,,
Butterball North,8/16/2017,4,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball North,8/16/2017,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball North,8/16/2017,4,End,,,,,,,,,,,,,,,,,,,,,,
Butterball North,8/23/2017,8,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball North,8/23/2017,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball North,8/23/2017,6,End,,,,,,,,,,,,,,,,,,,,,,
Butterball North,8/30/2017,0,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball North,8/30/2017,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball North,8/30/2017,1,End,,,,,,,,,,,,,,,,,,,,,,
Butterball North,9/6/2017,1,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball North,9/6/2017,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball North,9/6/2017,1,End,,,,,,,,,,,,,,,,,,,,,,
Butterball South,6/10/2017,15,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball South,6/10/2017,12,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball South,6/10/2017,10,End,,,,,,,,,,,,,,,,,,,,,,
Butterball South,6/17/2017,3,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball South,6/17/2017,7,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball South,6/17/2017,13,End,,,,,,,,,,,,,,,,,,,,,,
Butterball South,6/24/2017,14,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball South,6/24/2017,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball South,6/24/2017,0,End,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/1/2017,16,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/1/2017,14,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/1/2017,13,End,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/8/2017,12,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/8/2017,14,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/8/2017,12,End,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/15/2017,13,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/15/2017,17,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/15/2017,7,End,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/22/2017,14,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/22/2017,17,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/22/2017,7,End,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/29/2017,17,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/29/2017,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball South,7/29/2017,14,End,,,,,,,,,,,,,,,,,,,,,,
Butterball South,8/5/2017,23,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball South,8/5/2017,17,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball South,8/5/2017,17,End,,,,,,,,,,,,,,,,,,,,,,
Butterball South,8/12/2017,19,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball South,8/12/2017,21,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball South,8/12/2017,24,End,,,,,,,,,,,,,,,,,,,,,,
Butterball South,8/19/2017,17,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball South,8/19/2017,22,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball South,8/19/2017,19,End,,,,,,,,,,,,,,,,,,,,,,
Butterball South,8/26/2017,7,Start,,,,,,,,,,,,,,,,,,,,,,
Butterball South,8/26/2017,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Butterball South,8/26/2017,9,End,,,,,,,,,,,,,,,,,,,,,,
Flapjack,6/16/2017,8,Start,,,,,,,,,,,,,,,,,,,,,,
Flapjack,6/16/2017,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Flapjack,6/16/2017,8,End,,,,,,,,,,,,,,,,,,,,,,
Flapjack,6/23/2017,2,Start,,,,,,,,,,,,,,,,,,,,,,
Flapjack,6/23/2017,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Flapjack,6/23/2017,6,End,,,,,,,,,,,,,,,,,,,,,,
Flapjack,6/30/2017,5,Start,,,,,,,,,,,,,,,,,,,,,,
Flapjack,6/30/2017,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Flapjack,6/30/2017,6,End,,,,,,,,,,,,,,,,,,,,,,
Flapjack,7/8/2017,10,Start,,,,,,,,,,,,,,,,,,,,,,
Flapjack,7/8/2017,14,Middle,,,,,,,,,,,,,,,,,,,,,,
Flapjack,7/8/2017,14,End,,,,,,,,,,,,,,,,,,,,,,
Flapjack,7/28/2017,8,Start,,,,,,,,,,,,,,,,,,,,,,
Flapjack,7/28/2017,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Flapjack,7/28/2017,2,End,,,,,,,,,,,,,,,,,,,,,,
Flapjack,8/13/2017,5,Start,,,,,,,,,,,,,,,,,,,,,,
Flapjack,8/13/2017,9,Middle,,,,,,,,,,,,,,,,,,,,,,
Flapjack,8/13/2017,4,End,,,,,,,,,,,,,,,,,,,,,,
Hearthfire,8/4/2017,4,Start,,,,,,,,,,,,,,,,,,,,,,
Hearthfire,8/4/2017,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Hearthfire,8/4/2017,4,End,,,,,,,,,,,,,,,,,,,,,,
Hearthfire,8/11/2017,3,Start,,,,,,,,,,,,,,,,,,,,,,
Hearthfire,8/11/2017,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Hearthfire,8/11/2017,2,End,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,6/7/2017,7,Start,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,6/7/2017,12,Middle,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,6/7/2017,4,End,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,6/16/2017,2,Start,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,6/16/2017,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,6/16/2017,5,End,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,6/21/2017,3,Start,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,6/21/2017,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,6/21/2017,4,End,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,6/29/2017,2,Start,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,6/29/2017,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,6/29/2017,3,End,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,7/6/2017,9,Start,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,7/6/2017,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,7/6/2017,4,End,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,7/14/2017,3,Start,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,7/14/2017,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,7/14/2017,4,End,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,7/20/2017,3,Start,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,7/20/2017,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Higgins Cove,7/20/2017,0,End,,,,,,,,,,,,,,,,,,,,,,
Hope Island,6/10/2017,1,Start,,,,,,,,,,,,,,,,,,,,,,
Hope Island,6/10/2017,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Hope Island,6/10/2017,0,End,,,,,,,,,,,,,,,,,,,,,,
Hope Island,6/16/2017,2,Start,,,,,,,,,,,,,,,,,,,,,,
Hope Island,6/16/2017,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Hope Island,6/16/2017,0,End,,,,,,,,,,,,,,,,,,,,,,
Hope Island,6/30/2017,3,Start,,,,,,,,,,,,,,,,,,,,,,
Hope Island,6/30/2017,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Hope Island,6/30/2017,1,End,,,,,,,,,,,,,,,,,,,,,,
Hope Island,7/9/2017,2,Start,,,,,,,,,,,,,,,,,,,,,,
Hope Island,7/9/2017,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Hope Island,7/9/2017,1,End,,,,,,,,,,,,,,,,,,,,,,
Hope Island,7/15/2017,0,Start,,,,,,,,,,,,,,,,,,,,,,
Hope Island,7/15/2017,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Hope Island,7/15/2017,0,End,,,,,,,,,,,,,,,,,,,,,,
Hope Island,7/23/2017,1,Start,,,,,,,,,,,,,,,,,,,,,,
Hope Island,7/23/2017,x,Middle,,,,,,,,,,,,,,,,,,,,,,
Hope Island,7/23/2017,1,End,,,,,,,,,,,,,,,,,,,,,,
Jarrell Cove,6/12/2017,4,Start,,,,,,,,,,,,,,,,,,,,,,
Jarrell Cove,6/12/2017,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Jarrell Cove,6/12/2017,2,End,,,,,,,,,,,,,,,,,,,,,,
Jarrell Cove,6/20/2017,4,Start,,,,,,,,,,,,,,,,,,,,,,
Jarrell Cove,6/20/2017,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Jarrell Cove,6/20/2017,0,End,,,,,,,,,,,,,,,,,,,,,,
Ketron Ferry,6/9/2017,19,Start,,,,,,,,,,,,,,,,,,,,,,
Ketron Ferry,6/9/2017,15,Middle,,,,,,,,,,,,,,,,,,,,,,
Ketron Ferry,6/9/2017,15,End,,,,,,,,,,,,,,,,,,,,,,
Ketron Ferry,7/27/2017,24,Start,,,,,,,,,,,,,,,,,,,,,,
Ketron Ferry,7/27/2017,19,Middle,,,,,,,,,,,,,,,,,,,,,,
Ketron Ferry,7/27/2017,14,End,,,,,,,,,,,,,,,,,,,,,,
Ketron Ferry,8/22/2017,0,Start,,,,,,,,,,,,,,,,,,,,,,
Ketron Ferry,8/22/2017,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Ketron Ferry,8/22/2017,0,End,,,,,,,,,,,,,,,,,,,,,,
Ketron Southeast,6/7/2017,5,Start,,,,,,,,,,,,,,,,,,,,,,
Ketron Southeast,6/7/2017,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Ketron Southeast,6/7/2017,2,End,,,,,,,,,,,,,,,,,,,,,,
Ketron Southeast,6/14/2017,14,Start,,,,,,,,,,,,,,,,,,,,,,
Ketron Southeast,6/14/2017,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Ketron Southeast,6/14/2017,5,End,,,,,,,,,,,,,,,,,,,,,,
Ketron Southeast,6/23/2017,2,Start,,,,,,,,,,,,,,,,,,,,,,
Ketron Southeast,6/23/2017,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Ketron Southeast,6/23/2017,3,End,,,,,,,,,,,,,,,,,,,,,,
Ketron Southeast,6/28/2017,1,Start,,,,,,,,,,,,,,,,,,,,,,
Ketron Southeast,6/28/2017,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Ketron Southeast,6/28/2017,0,End,,,,,,,,,,,,,,,,,,,,,,
Ketron Southeast,7/5/2017,11,Start,,,,,,,,,,,,,,,,,,,,,,
Ketron Southeast,7/5/2017,11,Middle,,,,,,,,,,,,,,,,,,,,,,
Ketron Southeast,7/5/2017,7,End,,,,,,,,,,,,,,,,,,,,,,
Ketron Southeast,7/12/2017,8,Start,,,,,,,,,,,,,,,,,,,,,,
Ketron Southeast,7/12/2017,14,Middle,,,,,,,,,,,,,,,,,,,,,,
Ketron Southeast,7/12/2017,10,End,,,,,,,,,,,,,,,,,,,,,,
Ketron Southeast,7/17/2017,10,Start,,,,,,,,,,,,,,,,,,,,,,
Ketron Southeast,7/17/2017,9,Middle,,,,,,,,,,,,,,,,,,,,,,
Ketron Southeast,7/17/2017,8,End,,,,,,,,,,,,,,,,,,,,,,
Ketron Southwest,6/7/2017,9,Start,,,,,,,,,,,,,,,,,,,,,,
Ketron Southwest,6/7/2017,14,Middle,,,,,,,,,,,,,,,,,,,,,,
Ketron Southwest,6/7/2017,7,End,,,,,,,,,,,,,,,,,,,,,,
Ketron Southwest,6/14/2017,16,Start,,,,,,,,,,,,,,,,,,,,,,
Ketron Southwest,6/14/2017,24,Middle,,,,,,,,,,,,,,,,,,,,,,
Ketron Southwest,6/14/2017,16,End,,,,,,,,,,,,,,,,,,,,,,
Ketron Southwest,6/23/2017,26,Start,,,,,,,,,,,,,,,,,,,,,,
Ketron Southwest,6/23/2017,8,Middle,,,,,,,,,,,,,,,,,,,,,,
Ketron Southwest,6/23/2017,9,End,,,,,,,,,,,,,,,,,,,,,,
Ketron Southwest,6/28/2017,19,Start,,,,,,,,,,,,,,,,,,,,,,
Ketron Southwest,6/28/2017,18,Middle,,,,,,,,,,,,,,,,,,,,,,
Ketron Southwest,6/28/2017,18,End,,,,,,,,,,,,,,,,,,,,,,
Ketron Southwest,7/5/2017,3,Start,,,,,,,,,,,,,,,,,,,,,,
Ketron Southwest,7/5/2017,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Ketron Southwest,7/5/2017,3,End,,,,,,,,,,,,,,,,,,,,,,
Ketron Southwest,7/12/2017,28,Start,,,,,,,,,,,,,,,,,,,,,,
Ketron Southwest,7/12/2017,24,Middle,,,,,,,,,,,,,,,,,,,,,,
Ketron Southwest,7/12/2017,17,End,,,,,,,,,,,,,,,,,,,,,,
Ketron Southwest,7/17/2017,12,Start,,,,,,,,,,,,,,,,,,,,,,
Ketron Southwest,7/17/2017,14,Middle,,,,,,,,,,,,,,,,,,,,,,
Ketron Southwest,7/17/2017,11,End,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,6/8/2017,3,Start,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,6/8/2017,10,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,6/8/2017,22,End,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,6/18/2017,6,Start,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,6/18/2017,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,6/18/2017,11,End,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,6/22/2017,14,Start,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,6/22/2017,9,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,6/22/2017,13,End,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,7/6/2017,14,Start,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,7/6/2017,10,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,7/6/2017,17,End,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,7/15/2017,17,Start,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,7/15/2017,10,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,7/15/2017,17,End,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,7/20/2017,8,Start,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,7/20/2017,12,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,7/20/2017,3,End,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/3/2017,4,Start,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/3/2017,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/3/2017,9,End,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/11/2017,5,Start,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/11/2017,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/11/2017,31,End,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/10/2017,5,Start,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/10/2017,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/10/2017,4,End,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/17/2017,2,Start,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/17/2017,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Lyle Point,8/17/2017,0,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,6/19/2017,4,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,6/19/2017,9,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,6/19/2017,7,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,7/7/2017,4,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,7/7/2017,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,7/7/2017,6,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,7/15/2017,3,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,7/15/2017,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,7/15/2017,11,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,7/21/2017,7,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,7/21/2017,12,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,7/21/2017,7,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,7/28/2017,12,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,7/28/2017,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,7/28/2017,3,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,8/4/2017,8,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,8/4/2017,10,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,8/4/2017,4,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,8/13/2017,5,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,8/13/2017,7,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,8/13/2017,7,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,8/17/2017,9,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,8/17/2017,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,8/17/2017,2,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,8/24/2017,5,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,8/24/2017,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight A,8/24/2017,4,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/5/2017,5,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/5/2017,9,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/5/2017,13,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/16/2017,7,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/16/2017,14,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/16/2017,14,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/19/2017,8,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/19/2017,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/19/2017,3,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/29/2017,5,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/29/2017,6,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,6/29/2017,6,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/7/2017,8,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/7/2017,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/7/2017,3,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/15/2017,13,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/15/2017,15,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/15/2017,6,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/22/2017,2,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/22/2017,5,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/22/2017,6,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/29/2017,10,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/29/2017,18,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,7/29/2017,9,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,8/4/2017,15,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,8/4/2017,13,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,8/4/2017,8,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,8/13/2017,11,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,8/13/2017,9,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight B,8/13/2017,8,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/15/2017,0,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/15/2017,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/15/2017,1,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/21/2017,0,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/21/2017,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,7/21/2017,0,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,8/4/2017,0,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,8/4/2017,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,8/4/2017,2,End,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,8/13/2017,3,Start,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,8/13/2017,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Mill Bight C,8/13/2017,0,End,,,,,,,,,,,,,,,,,,,,,,
Priest Point Park,6/15/2017,0,Start,,,,,,,,,,,,,,,,,,,,,,
Priest Point Park,6/15/2017,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Priest Point Park,6/15/2017,0,End,,,,,,,,,,,,,,,,,,,,,,
Priest Point Park,6/24/2017,0,Start,,,,,,,,,,,,,,,,,,,,,,
Priest Point Park,6/24/2017,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Priest Point Park,6/24/2017,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten A-North,6/22/2017,2,Start,,,,,,,,,,,,,,,,,,,,,,
Totten A-North,6/22/2017,2,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten A-North,6/22/2017,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten A-North,6/28/2018,1,Start,,,,,,,,,,,,,,,,,,,,,,
Totten A-North,6/28/2018,1,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten A-North,6/28/2018,1,End,,,,,,,,,,,,,,,,,,,,,,
Totten A-North,7/7/2017,1,Start,,,,,,,,,,,,,,,,,,,,,,
Totten A-North,7/7/2017,0,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten A-North,7/7/2017,2,End,,,,,,,,,,,,,,,,,,,,,,
Totten A-North,7/13/2017,0,Start,,,,,,,,,,,,,,,,,,,,,,
Totten A-North,7/13/2017,3,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten A-North,7/13/2017,0,End,,,,,,,,,,,,,,,,,,,,,,
Totten A-North/Tower,7/26/2017,4,Start,,,,,,,,,,,,,,,,,,,,,,
Totten A-North/Tower,7/26/2017,4,Middle,,,,,,,,,,,,,,,,,,,,,,
Totten A-North/Tower,7/26/2017,4,End,,,,,,,,,,,,,,,,,,,,,,
